Line,Sample,Easting [m],Northing [m],Mark,Status,GPSStat,GPSalt,Time[ms],Time[hhmmss.sss],PowerLn [mG],I_450Hz [ppm],Q_450Hz [ppm],I_1530Hz [ppm],Q_1530Hz [ppm],I_5310Hz [ppm],Q_5310Hz [ppm],I_18330Hz [ppm],Q_18330Hz [ppm],I_63030Hz [ppm],Q_63030Hz [ppm],Qsum [ppm]
1,5,344123.35,4482801.47,0,0,4,2114.74,66603914.2,183003.9142,4.7,8.20E+01,7.71E+02,7.78E+02,7.97E+02,1.23E+03,1.49E+03,1.77E+03,4.06E+03,4.41E+03,1.18E+04,1.89E+04
1,6,344123.35,4482801.47,0,0,4,2114.74,66604014.2,183004.0142,3.3,7.46E+01,6.71E+02,7.46E+02,7.86E+02,1.17E+03,1.47E+03,1.79E+03,4.09E+03,4.32E+03,1.18E+04,1.88E+04
1,7,344123.35,4482801.48,0,0,4,2114.74,66604114.2,183004.1142,4.4,6.08E+01,6.65E+02,6.79E+02,8.35E+02,1.18E+03,1.56E+03,1.84E+03,4.19E+03,4.30E+03,1.17E+04,1.90E+04
1,8,344123.35,4482801.48,0,0,4,2114.74,66604214.2,183004.2142,4.5,4.34E+01,7.22E+02,6.91E+02,8.32E+02,1.25E+03,1.62E+03,1.89E+03,4.19E+03,4.41E+03,1.17E+04,1.91E+04
1,9,344123.35,4482801.48,0,0,4,2114.74,66604314.2,183004.3142,6,5.29E+01,8.30E+02,7.15E+02,8.06E+02,1.21E+03,1.64E+03,1.87E+03,4.11E+03,4.36E+03,1.17E+04,1.91E+04
1,10,344123.35,4482801.48,0,0,4,2114.74,66604414.2,183004.4142,5,1.44E+02,1.09E+03,7.52E+02,7.86E+02,1.17E+03,1.62E+03,1.78E+03,4.05E+03,4.41E+03,1.18E+04,1.93E+04
1,11,344123.35,4482801.48,0,0,4,2114.74,66604514.2,183004.5142,4.4,3.05E+02,1.10E+03,7.70E+02,7.50E+02,1.16E+03,1.59E+03,1.77E+03,4.04E+03,4.44E+03,1.18E+04,1.93E+04
1,12,344123.35,4482801.48,0,0,4,2114.74,66604614.2,183004.6142,4.8,2.78E+02,8.54E+02,7.95E+02,8.18E+02,1.16E+03,1.60E+03,1.82E+03,4.08E+03,4.38E+03,1.19E+04,1.92E+04
1,13,344123.35,4482801.48,0,0,4,2114.74,66604714.2,183004.7142,5.5,1.19E+02,7.60E+02,8.52E+02,8.42E+02,1.16E+03,1.60E+03,1.84E+03,4.10E+03,4.37E+03,1.18E+04,1.91E+04
1,14,344123.35,4482801.48,0,0,4,2114.74,66604814.2,183004.8142,4.6,1.30E+02,8.29E+02,8.68E+02,8.22E+02,1.12E+03,1.58E+03,1.83E+03,4.06E+03,4.42E+03,1.17E+04,1.90E+04
1,15,344123.35,4482801.48,0,0,4,2114.74,66604914.2,183004.9142,4.1,1.53E+02,8.30E+02,8.72E+02,8.00E+02,1.07E+03,1.54E+03,1.80E+03,4.06E+03,4.48E+03,1.17E+04,1.89E+04
1,16,344123.35,4482801.48,0,0,4,2114.74,66605014.2,183005.0142,4.6,1.74E+02,7.58E+02,8.49E+02,7.86E+02,1.07E+03,1.52E+03,1.83E+03,4.11E+03,4.48E+03,1.17E+04,1.89E+04
1,17,344123.35,4482801.48,0,0,4,2114.74,66605114.2,183005.1142,4.4,2.40E+02,6.87E+02,8.02E+02,8.07E+02,1.09E+03,1.54E+03,1.85E+03,4.16E+03,4.46E+03,1.17E+04,1.89E+04
1,18,344123.35,4482801.48,0,0,4,2114.74,66605214.2,183005.2142,4.1,1.81E+02,5.85E+02,7.44E+02,8.54E+02,1.19E+03,1.56E+03,1.84E+03,4.17E+03,4.49E+03,1.17E+04,1.89E+04
1,19,344123.35,4482801.48,0,0,4,2114.74,66605314.2,183005.3142,4.4,1.20E+02,5.52E+02,6.95E+02,8.20E+02,1.26E+03,1.56E+03,1.81E+03,4.18E+03,4.48E+03,1.18E+04,1.89E+04
1,20,344123.35,4482801.48,0,0,4,2114.74,66605414.2,183005.4142,4.6,8.96E+01,6.69E+02,7.34E+02,7.80E+02,1.25E+03,1.54E+03,1.80E+03,4.16E+03,4.40E+03,1.18E+04,1.89E+04
1,21,344123.35,4482801.48,0,0,4,2114.74,66605514.2,183005.5142,4.7,7.75E+01,7.48E+02,7.67E+02,8.03E+02,1.23E+03,1.59E+03,1.81E+03,4.10E+03,4.39E+03,1.18E+04,1.90E+04
1,22,344123.35,4482801.48,0,0,4,2114.74,66605614.2,183005.6142,4.6,7.52E+01,7.33E+02,7.32E+02,8.44E+02,1.18E+03,1.58E+03,1.82E+03,4.10E+03,4.39E+03,1.18E+04,1.91E+04
1,23,344123.35,4482801.48,0,0,4,2114.74,66605714.2,183005.7142,5.6,6.80E+01,6.50E+02,7.55E+02,8.44E+02,1.19E+03,1.52E+03,1.82E+03,4.11E+03,4.46E+03,1.18E+04,1.90E+04
1,24,344123.34,4482801.48,0,0,4,2114.74,66605814.2,183005.8142,4.7,5.60E+01,6.16E+02,7.56E+02,8.00E+02,1.18E+03,1.54E+03,1.83E+03,4.03E+03,4.53E+03,1.19E+04,1.89E+04
1,25,344123.34,4482801.48,0,0,4,2114.74,66605914.2,183005.9142,4.8,3.50E+01,6.61E+02,7.07E+02,7.48E+02,1.13E+03,1.54E+03,1.82E+03,4.02E+03,4.49E+03,1.18E+04,1.88E+04
1,26,344123.34,4482801.48,0,0,4,2114.74,66606014.2,183006.0142,4.7,4.77E+01,6.96E+02,7.37E+02,7.43E+02,1.14E+03,1.48E+03,1.79E+03,4.09E+03,4.42E+03,1.17E+04,1.87E+04
1,27,344123.34,4482801.48,0,0,4,2114.74,66606114.2,183006.1142,4.7,6.95E+01,6.70E+02,7.85E+02,7.74E+02,1.17E+03,1.48E+03,1.75E+03,4.11E+03,4.44E+03,1.17E+04,1.87E+04
1,28,344123.34,4482801.48,0,0,4,2114.74,66606214.2,183006.2142,5.1,1.99E+01,6.30E+02,7.74E+02,7.64E+02,1.18E+03,1.52E+03,1.74E+03,4.11E+03,4.44E+03,1.19E+04,1.89E+04
1,29,344123.34,4482801.48,0,0,4,2114.74,66606314.2,183006.3142,5.1,1.15E+01,6.17E+02,7.05E+02,7.65E+02,1.21E+03,1.57E+03,1.80E+03,4.15E+03,4.38E+03,1.18E+04,1.89E+04
1,30,344123.34,4482801.48,0,0,4,2114.74,66606414.2,183006.4142,4.9,7.83E+01,7.59E+02,7.02E+02,7.72E+02,1.23E+03,1.55E+03,1.83E+03,4.13E+03,4.41E+03,1.17E+04,1.89E+04
1,31,344123.34,4482801.48,0,0,4,2114.74,66606514.2,183006.5142,6,1.29E+02,7.05E+02,7.19E+02,7.75E+02,1.22E+03,1.49E+03,1.82E+03,4.07E+03,4.44E+03,1.18E+04,1.88E+04
1,32,344123.34,4482801.48,0,0,4,2114.74,66606614.2,183006.6142,4.3,1.48E+02,5.83E+02,7.66E+02,7.89E+02,1.18E+03,1.58E+03,1.82E+03,4.05E+03,4.42E+03,1.19E+04,1.89E+04
1,33,344123.34,4482801.48,0,0,4,2114.74,66606714.2,183006.7142,3.3,1.21E+02,6.49E+02,8.08E+02,7.91E+02,1.15E+03,1.55E+03,1.81E+03,4.10E+03,4.39E+03,1.18E+04,1.89E+04
1,34,344123.34,4482801.48,0,0,4,2114.74,66606814.2,183006.8142,4.5,1.01E+02,7.89E+02,8.14E+02,7.43E+02,1.19E+03,1.50E+03,1.78E+03,4.14E+03,4.40E+03,1.18E+04,1.90E+04
1,35,344123.34,4482801.48,0,0,4,2114.74,66606914.2,183006.9142,4.9,7.74E+01,8.51E+02,8.02E+02,7.00E+02,1.27E+03,1.55E+03,1.75E+03,4.16E+03,4.46E+03,1.18E+04,1.91E+04
1,36,344123.35,4482801.48,0,0,4,2114.74,66607014.2,183007.0142,4.6,1.35E+01,9.20E+02,8.00E+02,7.11E+02,1.26E+03,1.56E+03,1.81E+03,4.13E+03,4.48E+03,1.18E+04,1.92E+04
1,37,344123.35,4482801.48,0,0,4,2114.74,66607114.2,183007.1142,4.4,-9.19E+00,9.12E+02,7.88E+02,7.52E+02,1.24E+03,1.56E+03,1.79E+03,4.08E+03,4.49E+03,1.18E+04,1.91E+04
1,38,344123.35,4482801.48,0,0,4,2114.74,66607214.2,183007.2142,4.9,6.74E+01,7.72E+02,7.97E+02,7.81E+02,1.21E+03,1.57E+03,1.72E+03,4.12E+03,4.43E+03,1.18E+04,1.90E+04
1,39,344123.35,4482801.48,0,0,4,2114.74,66607314.2,183007.3142,4.5,9.91E+00,6.95E+02,8.05E+02,8.15E+02,1.21E+03,1.59E+03,1.79E+03,4.20E+03,4.40E+03,1.19E+04,1.92E+04
1,40,344123.35,4482801.48,0,0,4,2114.74,66607414.2,183007.4142,4.7,3.88E+01,6.65E+02,7.65E+02,8.30E+02,1.23E+03,1.56E+03,1.84E+03,4.16E+03,4.39E+03,1.19E+04,1.91E+04
1,41,344123.35,4482801.48,0,0,4,2114.74,66607514.2,183007.5142,4.9,1.55E+02,6.45E+02,7.33E+02,7.75E+02,1.23E+03,1.57E+03,1.85E+03,4.08E+03,4.38E+03,1.18E+04,1.89E+04
1,42,344123.35,4482801.48,0,0,4,2114.74,66607614.2,183007.6142,4.7,1.67E+02,7.04E+02,7.90E+02,7.58E+02,1.24E+03,1.60E+03,1.83E+03,4.07E+03,4.48E+03,1.18E+04,1.89E+04
1,43,344123.35,4482801.48,0,0,4,2114.74,66607714.2,183007.7142,4.9,8.10E+01,6.86E+02,8.35E+02,8.48E+02,1.22E+03,1.59E+03,1.80E+03,4.10E+03,4.59E+03,1.18E+04,1.91E+04
1,44,344123.35,4482801.48,0,0,4,2114.74,66607814.2,183007.8142,4.4,-9.09E+00,6.42E+02,8.72E+02,8.80E+02,1.19E+03,1.60E+03,1.78E+03,4.08E+03,4.54E+03,1.19E+04,1.91E+04
1,45,344123.35,4482801.48,0,0,4,2114.74,66607914.2,183007.9142,4.6,8.91E+01,6.51E+02,8.50E+02,8.28E+02,1.25E+03,1.64E+03,1.82E+03,4.10E+03,4.47E+03,1.19E+04,1.91E+04
1,46,344123.34,4482801.48,0,0,4,2114.74,66608014.2,183008.0142,4.8,1.86E+02,6.69E+02,8.52E+02,7.43E+02,1.23E+03,1.63E+03,1.87E+03,4.12E+03,4.47E+03,1.19E+04,1.91E+04
1,47,344123.34,4482801.48,0,0,4,2114.74,66608114.2,183008.1142,4.6,1.87E+02,6.57E+02,8.75E+02,8.11E+02,1.16E+03,1.59E+03,1.82E+03,4.09E+03,4.51E+03,1.18E+04,1.90E+04
1,48,344123.34,4482801.48,0,0,4,2114.74,66608214.2,183008.2142,4.2,1.07E+02,6.23E+02,8.45E+02,8.50E+02,1.15E+03,1.56E+03,1.78E+03,4.05E+03,4.49E+03,1.18E+04,1.89E+04
1,49,344123.34,4482801.48,0,0,4,2114.74,66608314.2,183008.3142,5.3,2.04E+01,7.56E+02,7.65E+02,7.90E+02,1.14E+03,1.52E+03,1.79E+03,4.10E+03,4.50E+03,1.18E+04,1.90E+04
1,50,344123.34,4482801.48,0,0,4,2114.74,66608414.2,183008.4142,4.9,1.95E+02,9.21E+02,7.93E+02,7.78E+02,1.19E+03,1.51E+03,1.80E+03,4.09E+03,4.49E+03,1.18E+04,1.91E+04
1,51,344123.34,4482801.48,0,0,4,2114.74,66608514.2,183008.5142,4.5,3.97E+02,7.66E+02,8.32E+02,8.25E+02,1.20E+03,1.56E+03,1.78E+03,4.11E+03,4.48E+03,1.18E+04,1.91E+04
1,52,344123.34,4482801.49,0,0,4,2114.74,66608614.2,183008.6142,4.6,2.22E+02,7.01E+02,8.06E+02,8.20E+02,1.16E+03,1.59E+03,1.79E+03,4.13E+03,4.49E+03,1.18E+04,1.91E+04
1,53,344123.33,4482801.49,0,0,4,2114.74,66608714.2,183008.7142,4.3,2.54E+02,8.21E+02,7.84E+02,7.77E+02,1.13E+03,1.58E+03,1.81E+03,4.10E+03,4.51E+03,1.18E+04,1.91E+04
1,54,344123.33,4482801.49,0,0,4,2114.74,66608814.2,183008.8142,4.6,2.61E+02,8.01E+02,7.48E+02,7.86E+02,1.10E+03,1.56E+03,1.81E+03,4.09E+03,4.51E+03,1.18E+04,1.91E+04
1,55,344123.32,4482801.49,0,0,4,2114.74,66608914.2,183008.9142,5.3,1.58E+02,7.68E+02,7.08E+02,7.37E+02,1.11E+03,1.54E+03,1.80E+03,4.10E+03,4.45E+03,1.17E+04,1.89E+04
1,56,344123.32,4482801.5,0,0,4,2114.74,66609014.2,183009.0142,4.9,1.63E+02,8.01E+02,7.19E+02,7.56E+02,1.14E+03,1.55E+03,1.84E+03,4.12E+03,4.45E+03,1.17E+04,1.89E+04
1,57,344123.32,4482801.5,0,0,4,2114.74,66609114.2,183009.1142,5.6,1.63E+02,8.05E+02,7.77E+02,8.67E+02,1.14E+03,1.61E+03,1.85E+03,4.10E+03,4.47E+03,1.17E+04,1.91E+04
1,58,344123.31,4482801.5,0,0,4,2114.74,66609214.2,183009.2142,4.8,1.06E+02,7.72E+02,7.24E+02,8.78E+02,1.20E+03,1.63E+03,1.82E+03,4.09E+03,4.44E+03,1.17E+04,1.91E+04
1,59,344123.31,4482801.5,0,0,4,2114.74,66609314.2,183009.3142,4.3,-1.91E+01,7.37E+02,6.94E+02,8.77E+02,1.23E+03,1.57E+03,1.86E+03,4.09E+03,4.44E+03,1.18E+04,1.91E+04
1,60,344123.31,4482801.51,0,0,4,2114.74,66609414.2,183009.4142,4.9,1.46E+02,7.52E+02,7.43E+02,8.23E+02,1.21E+03,1.48E+03,1.85E+03,4.12E+03,4.45E+03,1.18E+04,1.90E+04
1,61,344123.3,4482801.51,0,0,4,2114.74,66609514.2,183009.5142,5.1,2.58E+02,7.25E+02,7.65E+02,7.79E+02,1.21E+03,1.49E+03,1.84E+03,4.17E+03,4.45E+03,1.18E+04,1.90E+04
1,62,344123.3,4482801.51,0,0,4,2114.75,66609614.2,183009.6142,4.5,2.69E+02,6.79E+02,7.46E+02,7.97E+02,1.19E+03,1.52E+03,1.87E+03,4.17E+03,4.42E+03,1.19E+04,1.90E+04
1,63,344123.3,4482801.51,0,0,4,2114.75,66609714.2,183009.7142,4.4,1.36E+02,7.20E+02,7.51E+02,8.11E+02,1.20E+03,1.53E+03,1.89E+03,4.18E+03,4.39E+03,1.19E+04,1.91E+04
1,64,344123.29,4482801.51,0,0,4,2114.75,66609814.2,183009.8142,4.8,4.09E+01,7.16E+02,8.07E+02,8.27E+02,1.22E+03,1.56E+03,1.89E+03,4.20E+03,4.41E+03,1.19E+04,1.92E+04
1,65,344123.29,4482801.52,0,0,4,2114.75,66609914.2,183009.9142,4.7,1.52E+02,7.23E+02,8.16E+02,8.20E+02,1.23E+03,1.59E+03,1.85E+03,4.17E+03,4.42E+03,1.18E+04,1.91E+04
1,66,344123.29,4482801.52,0,0,4,2114.75,66610014.2,183010.0142,4.8,2.57E+02,7.89E+02,8.13E+02,7.98E+02,1.22E+03,1.56E+03,1.78E+03,4.16E+03,4.42E+03,1.17E+04,1.90E+04
1,67,344123.29,4482801.52,0,0,4,2114.75,66610114.2,183010.1142,6.1,2.13E+02,8.13E+02,8.18E+02,7.48E+02,1.18E+03,1.53E+03,1.77E+03,4.10E+03,4.40E+03,1.17E+04,1.89E+04
1,68,344123.28,4482801.52,0,0,4,2114.75,66610214.2,183010.2142,4.2,1.82E+02,7.41E+02,8.41E+02,6.52E+02,1.18E+03,1.53E+03,1.78E+03,4.09E+03,4.40E+03,1.18E+04,1.88E+04
1,69,344123.28,4482801.52,0,0,4,2114.75,66610314.2,183010.3142,3.9,2.09E+02,5.95E+02,8.33E+02,7.20E+02,1.16E+03,1.54E+03,1.78E+03,4.11E+03,4.42E+03,1.18E+04,1.88E+04
1,70,344123.28,4482801.52,0,0,4,2114.75,66610414.2,183010.4142,4.3,2.54E+02,5.65E+02,8.48E+02,7.83E+02,1.15E+03,1.58E+03,1.82E+03,4.12E+03,4.48E+03,1.18E+04,1.89E+04
1,71,344123.28,4482801.52,0,0,4,2114.75,66610514.2,183010.5142,5.1,1.86E+02,5.94E+02,8.52E+02,7.68E+02,1.17E+03,1.61E+03,1.87E+03,4.11E+03,4.53E+03,1.18E+04,1.89E+04
1,72,344123.27,4482801.52,0,0,4,2114.75,66610614.2,183010.6142,4.7,8.07E+01,6.57E+02,8.58E+02,8.02E+02,1.23E+03,1.60E+03,1.84E+03,4.07E+03,4.43E+03,1.18E+04,1.90E+04
1,73,344123.27,4482801.53,0,0,4,2114.75,66610714.2,183010.7142,4.6,1.34E+02,6.89E+02,8.48E+02,8.18E+02,1.27E+03,1.58E+03,1.80E+03,4.09E+03,4.38E+03,1.18E+04,1.89E+04
1,74,344123.27,4482801.53,0,0,4,2114.75,66610814.2,183010.8142,5,2.13E+02,6.26E+02,8.60E+02,8.18E+02,1.27E+03,1.57E+03,1.88E+03,4.12E+03,4.37E+03,1.17E+04,1.88E+04
1,75,344123.27,4482801.53,0,0,4,2114.75,66610914.2,183010.9142,4.1,1.99E+02,6.02E+02,8.41E+02,8.97E+02,1.25E+03,1.54E+03,1.93E+03,4.14E+03,4.40E+03,1.17E+04,1.88E+04
1,76,344123.27,4482801.53,0,0,4,2114.75,66611014.2,183011.0142,4.9,1.36E+02,6.21E+02,7.87E+02,9.49E+02,1.24E+03,1.52E+03,1.79E+03,4.15E+03,4.49E+03,1.17E+04,1.89E+04
1,77,344123.27,4482801.53,0,0,4,2114.75,66611114.2,183011.1142,4.4,1.52E+02,6.21E+02,8.39E+02,9.06E+02,1.26E+03,1.53E+03,1.80E+03,4.15E+03,4.48E+03,1.17E+04,1.89E+04
1,78,344123.27,4482801.53,0,0,4,2114.75,66611214.2,183011.2142,4.1,1.36E+02,6.40E+02,8.47E+02,8.85E+02,1.19E+03,1.54E+03,1.86E+03,4.14E+03,4.34E+03,1.18E+04,1.90E+04
1,79,344123.26,4482801.53,0,0,4,2114.75,66611314.2,183011.3142,4.5,1.32E+02,6.93E+02,7.83E+02,8.49E+02,1.17E+03,1.60E+03,1.88E+03,4.10E+03,4.35E+03,1.19E+04,1.91E+04
1,80,344123.26,4482801.53,0,0,4,2114.75,66611414.2,183011.4142,4.5,1.30E+02,7.71E+02,8.34E+02,8.20E+02,1.21E+03,1.62E+03,1.88E+03,4.08E+03,4.41E+03,1.18E+04,1.91E+04
1,81,344123.25,4482801.55,0,0,4,2114.75,66611514.2,183011.5142,4.7,1.48E+02,7.77E+02,8.47E+02,7.70E+02,1.22E+03,1.55E+03,1.83E+03,4.08E+03,4.40E+03,1.19E+04,1.91E+04
1,82,344123.24,4482801.56,0,0,4,2114.75,66611614.2,183011.6142,5.2,2.53E+02,7.20E+02,7.80E+02,7.41E+02,1.25E+03,1.50E+03,1.82E+03,4.11E+03,4.37E+03,1.19E+04,1.90E+04
1,83,344123.23,4482801.58,0,0,4,2114.75,66611714.2,183011.7142,4.5,3.50E+02,9.03E+02,7.42E+02,7.41E+02,1.27E+03,1.50E+03,1.84E+03,4.10E+03,4.34E+03,1.19E+04,1.91E+04
1,84,344123.21,4482801.59,0,0,4,2114.75,66611814.2,183011.8142,5.1,5.26E+02,8.87E+02,7.96E+02,7.82E+02,1.25E+03,1.53E+03,1.80E+03,4.07E+03,4.34E+03,1.17E+04,1.90E+04
1,85,344123.2,4482801.61,0,0,4,2114.75,66611914.2,183011.9142,3.7,5.59E+02,6.31E+02,9.04E+02,7.73E+02,1.26E+03,1.57E+03,1.76E+03,4.08E+03,4.38E+03,1.17E+04,1.88E+04
1,86,344123.19,4482801.62,0,0,4,2114.76,66612014.2,183012.0142,4.7,3.48E+02,7.57E+02,9.12E+02,7.11E+02,1.26E+03,1.58E+03,1.78E+03,4.13E+03,4.38E+03,1.17E+04,1.89E+04
1,87,344123.18,4482801.64,0,0,4,2114.76,66612114.2,183012.1142,4.9,1.74E+02,8.21E+02,7.83E+02,7.85E+02,1.21E+03,1.56E+03,1.74E+03,4.17E+03,4.33E+03,1.18E+04,1.91E+04
1,88,344123.17,4482801.66,0,0,4,2114.76,66612214.2,183012.2142,3,1.04E+02,6.94E+02,6.65E+02,8.46E+02,1.10E+03,1.57E+03,1.68E+03,4.13E+03,4.24E+03,1.18E+04,1.91E+04
1,89,344123.15,4482801.67,0,0,4,2114.76,66612314.2,183012.3142,4.2,1.30E+02,6.25E+02,6.30E+02,7.96E+02,1.05E+03,1.58E+03,1.65E+03,4.03E+03,4.20E+03,1.19E+04,1.89E+04
1,90,344123.14,4482801.69,0,0,4,2114.76,66612414.2,183012.4142,4.5,1.14E+02,7.26E+02,6.61E+02,7.91E+02,1.08E+03,1.53E+03,1.65E+03,4.04E+03,4.16E+03,1.18E+04,1.89E+04
1,91,344123.1,4482801.72,0,0,4,2114.76,66612514.2,183012.5142,5.6,2.11E+02,7.52E+02,6.91E+02,7.99E+02,1.11E+03,1.50E+03,1.67E+03,4.09E+03,4.18E+03,1.18E+04,1.90E+04
1,92,344123.06,4482801.75,0,0,4,2114.76,66612614.2,183012.6142,3.8,3.56E+02,6.65E+02,6.33E+02,8.00E+02,1.09E+03,1.47E+03,1.73E+03,4.04E+03,4.24E+03,1.18E+04,1.88E+04
1,93,344123.03,4482801.78,0,0,4,2114.75,66612714.2,183012.7142,4.7,3.11E+02,7.75E+02,5.26E+02,8.03E+02,1.03E+03,1.47E+03,1.70E+03,3.99E+03,4.18E+03,1.18E+04,1.88E+04
1,94,344122.99,4482801.81,0,0,4,2114.75,66612814.2,183012.8142,5.1,2.71E+02,7.60E+02,5.97E+02,7.87E+02,1.01E+03,1.49E+03,1.63E+03,3.99E+03,4.00E+03,1.18E+04,1.88E+04
1,95,344122.95,4482801.85,0,0,4,2114.75,66612914.2,183012.9142,5.8,3.75E+02,5.65E+02,7.72E+02,7.26E+02,1.08E+03,1.49E+03,1.60E+03,3.99E+03,3.92E+03,1.17E+04,1.85E+04
1,96,344122.92,4482801.88,0,0,4,2114.75,66613014.2,183013.0142,6.6,5.75E+02,4.39E+02,8.54E+02,7.03E+02,1.16E+03,1.45E+03,1.55E+03,3.96E+03,3.91E+03,1.17E+04,1.82E+04
1,97,344122.88,4482801.91,0,0,4,2114.75,66613114.2,183013.1142,6.4,8.95E+02,3.51E+02,1.02E+03,6.34E+02,1.24E+03,1.37E+03,1.60E+03,3.95E+03,3.97E+03,1.16E+04,1.79E+04
1,98,344122.84,4482801.94,0,0,4,2114.75,66613214.2,183013.2142,8.4,9.51E+02,2.35E+02,1.17E+03,5.12E+02,1.33E+03,1.30E+03,1.74E+03,3.96E+03,4.11E+03,1.16E+04,1.76E+04
1,99,344122.8,4482801.97,0,0,4,2114.74,66613314.2,183013.3142,5.5,6.50E+02,4.07E+02,1.08E+03,4.96E+02,1.35E+03,1.33E+03,1.79E+03,3.96E+03,4.20E+03,1.16E+04,1.78E+04
1,100,344122.77,4482802,0,0,4,2114.74,66613414.2,183013.4142,3.4,6.59E+02,5.56E+02,9.96E+02,5.44E+02,1.29E+03,1.33E+03,1.79E+03,3.99E+03,4.19E+03,1.16E+04,1.81E+04
1,101,344122.72,4482802.04,0,0,4,2114.74,66613514.2,183013.5142,6.2,5.40E+02,6.00E+02,9.26E+02,6.41E+02,1.19E+03,1.41E+03,1.80E+03,4.03E+03,4.19E+03,1.17E+04,1.84E+04
1,102,344122.68,4482802.08,0,0,4,2114.74,66613614.2,183013.6142,5.7,3.47E+02,5.69E+02,8.15E+02,7.83E+02,1.09E+03,1.45E+03,1.70E+03,4.01E+03,4.16E+03,1.17E+04,1.85E+04
1,103,344122.64,4482802.12,0,0,4,2114.74,66613714.2,183013.7142,3.5,2.95E+02,6.17E+02,7.22E+02,8.56E+02,1.04E+03,1.44E+03,1.63E+03,3.98E+03,4.12E+03,1.16E+04,1.85E+04
1,104,344122.59,4482802.16,0,0,4,2114.74,66613814.2,183013.8142,6.3,1.12E+02,7.86E+02,6.14E+02,7.70E+02,1.02E+03,1.47E+03,1.61E+03,4.01E+03,4.14E+03,1.16E+04,1.86E+04
1,105,344122.55,4482802.2,0,0,4,2114.73,66613914.2,183013.9142,6.5,-1.37E+01,7.31E+02,6.00E+02,7.71E+02,9.92E+02,1.52E+03,1.56E+03,4.06E+03,4.16E+03,1.16E+04,1.87E+04
1,106,344122.51,4482802.24,0,0,4,2114.73,66614014.2,183014.0142,5.1,2.22E+01,6.07E+02,6.05E+02,8.51E+02,9.76E+02,1.55E+03,1.54E+03,4.05E+03,4.06E+03,1.15E+04,1.86E+04
1,107,344122.46,4482802.29,0,0,4,2114.73,66614114.2,183014.1142,6.9,-6.36E+01,7.06E+02,5.47E+02,8.89E+02,9.69E+02,1.53E+03,1.54E+03,3.98E+03,4.01E+03,1.14E+04,1.85E+04
1,108,344122.42,4482802.33,0,0,4,2114.73,66614214.2,183014.2142,6.3,-1.95E+02,9.28E+02,3.38E+02,9.02E+02,8.38E+02,1.55E+03,1.54E+03,3.96E+03,4.04E+03,1.14E+04,1.88E+04
1,109,344122.38,4482802.37,0,0,4,2114.73,66614314.2,183014.3142,5.1,-2.99E+02,9.71E+02,2.34E+02,9.13E+02,7.89E+02,1.59E+03,1.56E+03,3.98E+03,3.98E+03,1.15E+04,1.89E+04
1,110,344122.33,4482802.41,0,0,4,2114.73,66614414.2,183014.4142,3,-3.93E+02,9.43E+02,2.68E+02,9.41E+02,8.36E+02,1.55E+03,1.54E+03,3.96E+03,3.98E+03,1.13E+04,1.87E+04
1,111,344122.28,4482802.45,0,0,4,2114.73,66614514.2,183014.5142,7.1,-4.12E+02,1.01E+03,2.17E+02,8.74E+02,8.14E+02,1.52E+03,1.52E+03,3.90E+03,4.02E+03,1.12E+04,1.85E+04
1,112,344122.22,4482802.49,0,0,4,2114.73,66614614.2,183014.6142,4.2,-1.35E+02,8.12E+02,3.57E+02,8.27E+02,8.39E+02,1.49E+03,1.49E+03,3.84E+03,3.98E+03,1.11E+04,1.81E+04
1,113,344122.17,4482802.53,0,0,4,2114.74,66614714.2,183014.7142,9.3,1.06E+02,7.99E+02,5.05E+02,7.98E+02,8.92E+02,1.47E+03,1.44E+03,3.78E+03,3.97E+03,1.10E+04,1.78E+04
1,114,344122.11,4482802.58,0,0,4,2114.74,66614814.2,183014.8142,6,1.16E+02,8.16E+02,5.03E+02,7.89E+02,8.70E+02,1.48E+03,1.43E+03,3.74E+03,3.95E+03,1.08E+04,1.76E+04
1,115,344122.06,4482802.62,0,0,4,2114.75,66614914.2,183014.9142,3.8,6.74E+01,7.45E+02,4.32E+02,8.18E+02,7.27E+02,1.46E+03,1.38E+03,3.73E+03,3.84E+03,1.06E+04,1.74E+04
1,116,344122,4482802.66,0,0,4,2114.75,66615014.2,183015.0142,7.3,-2.17E+02,9.13E+02,3.28E+02,7.80E+02,6.31E+02,1.44E+03,1.26E+03,3.70E+03,3.71E+03,1.05E+04,1.73E+04
1,117,344121.95,4482802.71,0,0,4,2114.75,66615114.2,183015.1142,4.9,-1.19E+02,8.07E+02,3.40E+02,7.48E+02,6.68E+02,1.43E+03,1.21E+03,3.68E+03,3.61E+03,1.05E+04,1.72E+04
1,118,344121.89,4482802.75,0,0,4,2114.76,66615214.2,183015.2142,8.4,-1.46E+02,5.41E+02,2.96E+02,7.71E+02,6.73E+02,1.43E+03,1.19E+03,3.67E+03,3.60E+03,1.05E+04,1.69E+04
1,119,344121.84,4482802.79,0,0,4,2114.76,66615314.2,183015.3142,11.2,-1.95E+02,3.56E+02,2.26E+02,7.44E+02,6.30E+02,1.40E+03,1.14E+03,3.66E+03,3.61E+03,1.04E+04,1.65E+04
1,120,344121.78,4482802.83,0,0,4,2114.76,66615414.2,183015.4142,3.8,4.01E+01,3.72E+02,3.30E+02,6.94E+02,6.48E+02,1.36E+03,1.16E+03,3.64E+03,3.61E+03,1.03E+04,1.64E+04
