Line,Sample,Easting [m],Northing [m],Mark,Status,GPSStat,GPSalt,Time[ms],Time[hhmmss.sss],PowerLn [mG],I_450Hz [ppm],Q_450Hz [ppm],I_1530Hz [ppm],Q_1530Hz [ppm],I_5310Hz [ppm],Q_5310Hz [ppm],I_18330Hz [ppm],Q_18330Hz [ppm],I_63030Hz [ppm],Q_63030Hz [ppm],Qsum [ppm]
1,3368,344099.93,4482821.77,0,0,4,2115.17,66940214.2,183540.2142,85.6,-4.13E+02,1.03E+03,4.64E+02,1.29E+03,1.04E+03,1.97E+03,1.80E+03,5.36E+03,5.77E+03,1.64E+04,2.60E+04
1,3369,344099.94,4482821.77,0,0,4,2115.17,66940314.2,183540.3142,85.5,-2.87E+02,1.07E+03,5.10E+02,1.27E+03,1.09E+03,2.01E+03,1.78E+03,5.33E+03,5.70E+03,1.64E+04,2.61E+04
1,3370,344099.95,4482821.76,0,0,4,2115.17,66940414.2,183540.4142,85.2,-1.81E+02,1.09E+03,5.26E+02,1.32E+03,1.13E+03,2.05E+03,1.77E+03,5.30E+03,5.69E+03,1.64E+04,2.61E+04
1,3371,344099.97,4482821.75,0,0,4,2115.17,66940514.2,183540.5142,85.5,-2.07E+02,1.06E+03,5.35E+02,1.28E+03,1.16E+03,2.04E+03,1.82E+03,5.30E+03,5.72E+03,1.64E+04,2.60E+04
1,3372,344099.98,4482821.74,0,0,4,2115.16,66940614.2,183540.6142,85.3,-3.16E+02,1.06E+03,5.19E+02,1.24E+03,1.17E+03,2.04E+03,1.84E+03,5.33E+03,5.73E+03,1.64E+04,2.60E+04
1,3373,344100,4482821.74,0,0,4,2115.15,66940714.2,183540.7142,84.6,-4.14E+02,1.15E+03,4.95E+02,1.25E+03,1.17E+03,2.08E+03,1.83E+03,5.32E+03,5.72E+03,1.63E+04,2.60E+04
1,3374,344100.01,4482821.73,0,0,4,2115.15,66940814.2,183540.8142,84.2,-3.38E+02,1.15E+03,5.38E+02,1.23E+03,1.14E+03,2.07E+03,1.84E+03,5.32E+03,5.63E+03,1.62E+04,2.59E+04
1,3375,344100.03,4482821.72,0,0,4,2115.14,66940914.2,183540.9142,83.8,-2.38E+02,1.06E+03,5.65E+02,1.22E+03,1.14E+03,2.06E+03,1.77E+03,5.31E+03,5.71E+03,1.61E+04,2.58E+04
1,3376,344100.05,4482821.71,0,0,4,2115.14,66941014.2,183541.0142,82.8,-8.45E+01,9.94E+02,5.35E+02,1.26E+03,1.16E+03,2.02E+03,1.69E+03,5.32E+03,5.75E+03,1.62E+04,2.58E+04
1,3377,344100.06,4482821.7,0,0,4,2115.13,66941114.2,183541.1142,82,-8.02E+01,9.63E+02,5.41E+02,1.24E+03,1.21E+03,1.96E+03,1.74E+03,5.28E+03,5.69E+03,1.63E+04,2.57E+04
1,3378,344100.08,4482821.7,0,0,4,2115.13,66941214.2,183541.2142,83.3,-1.32E+02,9.68E+02,5.58E+02,1.18E+03,1.23E+03,1.93E+03,1.76E+03,5.19E+03,5.64E+03,1.61E+04,2.54E+04
1,3379,344100.09,4482821.69,0,0,4,2115.12,66941314.2,183541.3142,81.8,-1.86E+02,1.08E+03,5.76E+02,1.20E+03,1.19E+03,1.93E+03,1.75E+03,5.10E+03,5.66E+03,1.61E+04,2.54E+04
1,3380,344100.11,4482821.68,0,0,4,2115.12,66941414.2,183541.4142,81.8,-1.16E+02,1.06E+03,6.03E+02,1.16E+03,1.10E+03,1.98E+03,1.80E+03,5.15E+03,5.69E+03,1.62E+04,2.55E+04
1,3381,344100.12,4482821.67,0,0,4,2115.12,66941514.2,183541.5142,81.6,6.94E+00,8.77E+02,5.88E+02,1.09E+03,1.04E+03,1.99E+03,1.82E+03,5.14E+03,5.70E+03,1.62E+04,2.52E+04
1,3382,344100.13,4482821.66,0,0,4,2115.12,66941614.2,183541.6142,80.9,7.98E-01,9.37E+02,5.53E+02,1.11E+03,1.07E+03,1.93E+03,1.75E+03,5.09E+03,5.76E+03,1.61E+04,2.51E+04
1,3383,344100.14,4482821.65,0,0,4,2115.12,66941714.2,183541.7142,81.1,-2.57E+01,1.03E+03,5.11E+02,1.12E+03,1.16E+03,1.85E+03,1.72E+03,5.13E+03,5.75E+03,1.60E+04,2.51E+04
1,3384,344100.15,4482821.64,0,0,4,2115.12,66941814.2,183541.8142,81.4,-1.94E+01,9.74E+02,5.16E+02,1.11E+03,1.20E+03,1.82E+03,1.76E+03,5.13E+03,5.66E+03,1.59E+04,2.50E+04
1,3385,344100.16,4482821.62,0,0,4,2115.12,66941914.2,183541.9142,80.5,1.79E+01,8.67E+02,5.70E+02,1.10E+03,1.18E+03,1.81E+03,1.79E+03,5.13E+03,5.68E+03,1.59E+04,2.48E+04
1,3386,344100.18,4482821.61,0,0,4,2115.12,66942014.2,183542.0142,79.8,5.44E+01,7.45E+02,6.14E+02,1.04E+03,1.10E+03,1.84E+03,1.76E+03,5.12E+03,5.62E+03,1.58E+04,2.46E+04
1,3387,344100.19,4482821.6,0,0,4,2115.12,66942114.2,183542.1142,79.4,1.03E+02,6.94E+02,6.66E+02,9.41E+02,1.03E+03,1.89E+03,1.67E+03,5.09E+03,5.55E+03,1.57E+04,2.43E+04
1,3388,344100.2,4482821.59,0,0,4,2115.12,66942214.2,183542.2142,79.9,1.77E+02,7.89E+02,7.43E+02,9.47E+02,1.04E+03,1.86E+03,1.64E+03,5.06E+03,5.60E+03,1.56E+04,2.42E+04
1,3389,344100.21,4482821.58,0,0,4,2115.12,66942314.2,183542.3142,79.3,1.79E+02,8.24E+02,7.42E+02,9.80E+02,1.09E+03,1.78E+03,1.67E+03,5.02E+03,5.66E+03,1.56E+04,2.42E+04
1,3390,344100.22,4482821.57,0,0,4,2115.12,66942414.2,183542.4142,79.4,1.43E+02,7.62E+02,7.20E+02,9.79E+02,1.13E+03,1.79E+03,1.73E+03,4.99E+03,5.63E+03,1.56E+04,2.41E+04
1,3391,344100.24,4482821.55,0,0,4,2115.12,66942514.2,183542.5142,79,1.59E+02,7.23E+02,7.22E+02,9.63E+02,1.19E+03,1.84E+03,1.73E+03,5.01E+03,5.57E+03,1.56E+04,2.41E+04
1,3392,344100.25,4482821.54,0,0,4,2115.12,66942614.2,183542.6142,79,1.66E+02,7.91E+02,7.13E+02,9.82E+02,1.17E+03,1.78E+03,1.70E+03,5.05E+03,5.52E+03,1.55E+04,2.41E+04
1,3393,344100.27,4482821.52,0,0,4,2115.11,66942714.2,183542.7142,78.5,1.17E+02,8.29E+02,6.39E+02,1.01E+03,1.07E+03,1.77E+03,1.70E+03,4.99E+03,5.51E+03,1.55E+04,2.41E+04
1,3394,344100.29,4482821.51,0,0,4,2115.11,66942814.2,183542.8142,77.7,1.85E+02,8.11E+02,6.61E+02,1.05E+03,1.06E+03,1.78E+03,1.73E+03,4.89E+03,5.55E+03,1.55E+04,2.40E+04
1,3395,344100.31,4482821.49,0,0,4,2115.11,66942914.2,183542.9142,77.1,2.63E+02,7.41E+02,7.82E+02,1.06E+03,1.14E+03,1.83E+03,1.79E+03,4.88E+03,5.60E+03,1.54E+04,2.39E+04
1,3396,344100.32,4482821.48,0,0,4,2115.1,66943014.2,183543.0142,77.4,3.10E+02,6.94E+02,7.79E+02,1.03E+03,1.21E+03,1.85E+03,1.76E+03,4.94E+03,5.62E+03,1.53E+04,2.38E+04
1,3397,344100.34,4482821.46,0,0,4,2115.1,66943114.2,183543.1142,76.4,3.19E+02,6.69E+02,7.43E+02,9.85E+02,1.19E+03,1.79E+03,1.77E+03,5.00E+03,5.63E+03,1.53E+04,2.37E+04
1,3398,344100.36,4482821.45,0,0,4,2115.1,66943214.2,183543.2142,74.9,3.09E+02,7.18E+02,6.95E+02,9.93E+02,1.11E+03,1.75E+03,1.73E+03,5.03E+03,5.66E+03,1.52E+04,2.37E+04
1,3399,344100.38,4482821.43,0,0,4,2115.1,66943314.2,183543.3142,75.8,2.85E+02,8.47E+02,6.87E+02,9.60E+02,1.07E+03,1.76E+03,1.69E+03,5.04E+03,5.69E+03,1.52E+04,2.38E+04
1,3400,344100.4,4482821.41,0,0,4,2115.09,66943414.2,183543.4142,76.7,3.06E+02,9.23E+02,6.59E+02,9.66E+02,1.10E+03,1.70E+03,1.70E+03,5.00E+03,5.63E+03,1.51E+04,2.37E+04
1,3401,344100.42,4482821.4,0,0,4,2115.09,66943514.2,183543.5142,74.9,3.77E+02,9.14E+02,6.41E+02,1.01E+03,1.13E+03,1.69E+03,1.74E+03,4.93E+03,5.60E+03,1.50E+04,2.36E+04
1,3402,344100.44,4482821.38,0,0,4,2115.09,66943614.2,183543.6142,72.1,4.51E+02,7.96E+02,7.21E+02,1.00E+03,1.16E+03,1.77E+03,1.77E+03,4.84E+03,5.58E+03,1.49E+04,2.33E+04
1,3403,344100.46,4482821.36,0,0,4,2115.09,66943714.2,183543.7142,75.3,3.36E+02,6.40E+02,7.38E+02,9.80E+02,1.14E+03,1.72E+03,1.72E+03,4.84E+03,5.53E+03,1.48E+04,2.30E+04
1,3404,344100.49,4482821.34,0,0,4,2115.09,66943814.2,183543.8142,72.4,9.74E+01,6.72E+02,6.79E+02,9.31E+02,1.16E+03,1.65E+03,1.69E+03,4.88E+03,5.53E+03,1.48E+04,2.29E+04
1,3405,344100.51,4482821.32,0,0,4,2115.09,66943914.2,183543.9142,74.9,5.54E+01,8.20E+02,7.44E+02,9.31E+02,1.14E+03,1.66E+03,1.69E+03,4.88E+03,5.51E+03,1.47E+04,2.30E+04
1,3406,344100.53,4482821.3,0,0,4,2115.09,66944014.2,183544.0142,69.4,3.24E+02,4.23E+02,8.97E+02,9.70E+02,1.13E+03,1.66E+03,1.70E+03,4.80E+03,5.47E+03,1.46E+04,2.24E+04
1,3407,344100.55,4482821.28,0,0,4,2115.09,66944114.2,183544.1142,75.9,3.98E+02,6.13E+01,8.91E+02,9.58E+02,1.19E+03,1.67E+03,1.72E+03,4.75E+03,5.47E+03,1.44E+04,2.19E+04
1,3408,344100.58,4482821.26,0,0,4,2115.09,66944214.2,183544.2142,70.8,1.96E+02,4.58E+02,7.78E+02,8.68E+02,1.19E+03,1.70E+03,1.74E+03,4.72E+03,5.55E+03,1.45E+04,2.22E+04
1,3409,344100.6,4482821.25,0,0,4,2115.09,66944314.2,183544.3142,70.5,1.71E+02,7.55E+02,7.95E+02,9.05E+02,1.18E+03,1.65E+03,1.76E+03,4.62E+03,5.63E+03,1.44E+04,2.23E+04
1,3410,344100.62,4482821.23,0,0,4,2115.09,66944414.2,183544.4142,70.1,2.47E+02,8.12E+02,8.25E+02,9.65E+02,1.17E+03,1.62E+03,1.76E+03,4.62E+03,5.63E+03,1.43E+04,2.23E+04
1,3411,344100.64,4482821.21,0,0,4,2115.09,66944514.2,183544.5142,70.8,3.19E+02,7.32E+02,8.52E+02,9.49E+02,1.16E+03,1.65E+03,1.75E+03,4.65E+03,5.62E+03,1.42E+04,2.21E+04
1,3412,344100.67,4482821.19,0,0,4,2115.09,66944614.2,183544.6142,69.3,3.73E+02,6.59E+02,8.80E+02,9.20E+02,1.16E+03,1.65E+03,1.75E+03,4.60E+03,5.64E+03,1.40E+04,2.18E+04
1,3413,344100.69,4482821.18,0,0,4,2115.09,66944714.2,183544.7142,68.6,4.62E+02,6.72E+02,8.98E+02,9.06E+02,1.20E+03,1.60E+03,1.81E+03,4.59E+03,5.58E+03,1.39E+04,2.17E+04
1,3414,344100.71,4482821.16,0,0,4,2115.09,66944814.2,183544.8142,68.9,4.76E+02,7.36E+02,8.80E+02,8.87E+02,1.26E+03,1.60E+03,1.83E+03,4.54E+03,5.50E+03,1.38E+04,2.16E+04
1,3415,344100.73,4482821.14,0,0,4,2115.1,66944914.2,183544.9142,68.4,4.48E+02,8.41E+02,8.16E+02,8.74E+02,1.25E+03,1.59E+03,1.80E+03,4.46E+03,5.46E+03,1.37E+04,2.15E+04
1,3416,344100.75,4482821.13,0,0,4,2115.1,66945014.2,183545.0142,68.2,3.78E+02,8.10E+02,8.04E+02,8.64E+02,1.22E+03,1.59E+03,1.80E+03,4.42E+03,5.42E+03,1.37E+04,2.14E+04
1,3417,344100.77,4482821.11,0,0,4,2115.1,66945114.2,183545.1142,67.9,2.71E+02,8.47E+02,7.61E+02,8.82E+02,1.22E+03,1.64E+03,1.74E+03,4.44E+03,5.41E+03,1.37E+04,2.15E+04
1,3418,344100.8,4482821.09,0,0,4,2115.1,66945214.2,183545.2142,67.6,2.97E+02,9.82E+02,7.79E+02,8.56E+02,1.19E+03,1.65E+03,1.73E+03,4.44E+03,5.43E+03,1.36E+04,2.15E+04
1,3419,344100.82,4482821.08,0,0,4,2115.1,66945314.2,183545.3142,66.4,4.09E+02,9.46E+02,8.23E+02,7.71E+02,1.18E+03,1.66E+03,1.75E+03,4.39E+03,5.41E+03,1.34E+04,2.12E+04
1,3420,344100.84,4482821.06,0,0,4,2115.1,66945414.2,183545.4142,64.1,5.09E+02,8.11E+02,8.98E+02,7.81E+02,1.21E+03,1.56E+03,1.74E+03,4.38E+03,5.36E+03,1.33E+04,2.08E+04
1,3421,344100.87,4482821.03,0,0,4,2115.1,66945514.2,183545.5142,65.4,5.04E+02,7.01E+02,9.49E+02,8.02E+02,1.22E+03,1.50E+03,1.75E+03,4.38E+03,5.38E+03,1.32E+04,2.06E+04
1,3422,344100.9,4482821,0,0,4,2115.1,66945614.2,183545.6142,64.5,4.13E+02,8.20E+02,8.86E+02,7.69E+02,1.19E+03,1.53E+03,1.82E+03,4.37E+03,5.44E+03,1.31E+04,2.05E+04
1,3423,344100.93,4482820.97,0,0,4,2115.11,66945714.2,183545.7142,62.7,3.86E+02,8.29E+02,8.11E+02,8.03E+02,1.19E+03,1.51E+03,1.90E+03,4.36E+03,5.48E+03,1.29E+04,2.04E+04
1,3424,344100.96,4482820.94,0,0,4,2115.11,66945814.2,183545.8142,62,4.60E+02,6.23E+02,8.41E+02,9.17E+02,1.20E+03,1.49E+03,1.83E+03,4.36E+03,5.36E+03,1.27E+04,2.01E+04
1,3425,344100.99,4482820.91,0,0,4,2115.11,66945914.2,183545.9142,63.8,4.14E+02,5.41E+02,8.57E+02,9.26E+02,1.18E+03,1.53E+03,1.76E+03,4.30E+03,5.29E+03,1.27E+04,2.00E+04
1,3426,344101.02,4482820.88,0,0,4,2115.11,66946014.2,183546.0142,63.6,4.97E+01,8.35E+02,7.34E+02,8.43E+02,1.14E+03,1.59E+03,1.72E+03,4.22E+03,5.21E+03,1.26E+04,2.01E+04
1,3427,344101.05,4482820.85,0,0,4,2115.11,66946114.2,183546.1142,58.8,1.71E+01,9.67E+02,7.48E+02,7.71E+02,1.15E+03,1.57E+03,1.75E+03,4.17E+03,5.19E+03,1.24E+04,1.99E+04
1,3428,344101.08,4482820.82,0,0,4,2115.11,66946214.2,183546.2142,62.7,2.01E+02,7.33E+02,8.10E+02,7.69E+02,1.13E+03,1.53E+03,1.73E+03,4.10E+03,5.26E+03,1.22E+04,1.93E+04
1,3429,344101.11,4482820.79,0,0,4,2115.12,66946314.2,183546.3142,62.1,2.10E+02,8.09E+02,7.41E+02,8.64E+02,1.10E+03,1.55E+03,1.72E+03,4.02E+03,5.16E+03,1.21E+04,1.93E+04
1,3430,344101.15,4482820.76,0,0,4,2115.12,66946414.2,183546.4142,60,2.93E+02,8.08E+02,6.73E+02,9.52E+02,1.08E+03,1.57E+03,1.74E+03,3.99E+03,5.09E+03,1.20E+04,1.93E+04
1,3431,344101.2,4482820.72,0,0,4,2115.11,66946514.2,183546.5142,61.2,3.06E+02,6.76E+02,6.91E+02,8.65E+02,1.11E+03,1.58E+03,1.72E+03,3.99E+03,5.07E+03,1.19E+04,1.90E+04
1,3432,344101.25,4482820.69,0,0,4,2115.1,66946614.2,183546.6142,59.8,2.64E+02,6.94E+02,7.33E+02,7.59E+02,1.20E+03,1.52E+03,1.78E+03,3.99E+03,5.11E+03,1.18E+04,1.87E+04
1,3433,344101.31,4482820.65,0,0,4,2115.09,66946714.2,183546.7142,60.2,2.63E+02,9.12E+02,7.42E+02,7.83E+02,1.20E+03,1.45E+03,1.82E+03,3.97E+03,5.26E+03,1.16E+04,1.87E+04
1,3434,344101.36,4482820.62,0,0,4,2115.08,66946814.2,183546.8142,59.2,2.53E+02,9.41E+02,7.61E+02,8.74E+02,1.16E+03,1.45E+03,1.77E+03,3.94E+03,5.23E+03,1.17E+04,1.89E+04
1,3435,344101.41,4482820.58,0,0,4,2115.07,66946914.2,183546.9142,58.2,2.58E+02,8.95E+02,8.22E+02,9.17E+02,1.20E+03,1.49E+03,1.75E+03,3.85E+03,5.05E+03,1.15E+04,1.86E+04
1,3436,344101.47,4482820.55,0,0,4,2115.07,66947014.2,183547.0142,57.6,2.39E+02,8.76E+02,8.64E+02,9.30E+02,1.20E+03,1.50E+03,1.70E+03,3.79E+03,4.89E+03,1.12E+04,1.83E+04
1,3437,344101.52,4482820.51,0,0,4,2115.06,66947114.2,183547.1142,55.8,3.17E+02,7.47E+02,9.12E+02,8.73E+02,1.20E+03,1.44E+03,1.68E+03,3.79E+03,4.84E+03,1.10E+04,1.78E+04
1,3438,344101.58,4482820.48,0,0,4,2115.05,66947214.2,183547.2142,56.4,4.38E+02,5.57E+02,8.73E+02,8.03E+02,1.20E+03,1.33E+03,1.69E+03,3.74E+03,4.86E+03,1.09E+04,1.73E+04
1,3439,344101.63,4482820.45,0,0,4,2115.04,66947314.2,183547.3142,57.8,4.38E+02,4.67E+02,7.13E+02,7.65E+02,1.17E+03,1.33E+03,1.66E+03,3.73E+03,4.92E+03,1.08E+04,1.71E+04
1,3440,344101.68,4482820.41,0,0,4,2115.03,66947414.2,183547.4142,55.4,4.13E+02,8.43E+02,7.19E+02,7.97E+02,1.07E+03,1.39E+03,1.70E+03,3.73E+03,4.96E+03,1.08E+04,1.75E+04
1,3441,344101.73,4482820.37,0,0,4,2115.03,66947514.2,183547.5142,54.9,2.21E+02,1.06E+03,7.28E+02,8.47E+02,1.03E+03,1.44E+03,1.68E+03,3.68E+03,4.91E+03,1.06E+04,1.76E+04
1,3442,344101.78,4482820.34,0,0,4,2115.02,66947614.2,183547.6142,40.9,-3.67E+00,9.03E+02,6.50E+02,8.25E+02,1.07E+03,1.47E+03,1.64E+03,3.61E+03,4.91E+03,1.05E+04,1.73E+04
1,3443,344101.84,4482820.3,0,0,4,2115.01,66947714.2,183547.7142,54.4,1.91E+02,4.39E+02,7.10E+02,8.00E+02,1.09E+03,1.39E+03,1.63E+03,3.57E+03,4.85E+03,1.04E+04,1.66E+04
1,3444,344101.89,4482820.26,0,0,4,2115.01,66947814.2,183547.8142,51.9,3.66E+02,2.71E+02,7.46E+02,7.51E+02,1.12E+03,1.34E+03,1.66E+03,3.54E+03,4.82E+03,1.03E+04,1.62E+04
1,3445,344101.94,4482820.22,0,0,4,2115,66947914.2,183547.9142,53.9,9.79E+01,7.49E+02,6.05E+02,7.23E+02,1.07E+03,1.34E+03,1.65E+03,3.50E+03,4.82E+03,1.02E+04,1.66E+04
1,3446,344101.99,4482820.19,0,0,4,2114.99,66948014.2,183548.0142,50.4,8.27E+00,8.09E+02,5.92E+02,7.48E+02,1.02E+03,1.39E+03,1.60E+03,3.49E+03,4.75E+03,1.02E+04,1.66E+04
1,3447,344102.04,4482820.15,0,0,4,2114.99,66948114.2,183548.1142,50.4,9.52E+01,7.63E+02,6.33E+02,7.86E+02,9.93E+02,1.40E+03,1.61E+03,3.52E+03,4.69E+03,1.01E+04,1.66E+04
1,3448,344102.09,4482820.11,0,0,4,2114.98,66948214.2,183548.2142,49.5,2.04E+02,8.45E+02,6.23E+02,8.23E+02,9.66E+02,1.38E+03,1.64E+03,3.50E+03,4.66E+03,9.97E+03,1.65E+04
1,3449,344102.14,4482820.07,0,0,4,2114.97,66948314.2,183548.3142,49.4,2.74E+02,8.05E+02,6.29E+02,8.30E+02,9.63E+02,1.34E+03,1.57E+03,3.43E+03,4.60E+03,9.88E+03,1.63E+04
1,3450,344102.19,4482820.04,0,0,4,2114.97,66948414.2,183548.4142,49.7,2.25E+02,8.45E+02,6.79E+02,8.48E+02,1.02E+03,1.30E+03,1.59E+03,3.40E+03,4.56E+03,9.84E+03,1.62E+04
1,3451,344102.22,4482820.02,0,0,4,2114.96,66948514.2,183548.5142,48.9,1.90E+02,1.12E+03,6.56E+02,7.83E+02,1.09E+03,1.28E+03,1.67E+03,3.43E+03,4.57E+03,9.87E+03,1.65E+04
1,3452,344102.25,4482819.99,0,0,4,2114.96,66948614.2,183548.6142,46.9,3.81E+02,7.07E+02,7.39E+02,7.37E+02,1.08E+03,1.28E+03,1.61E+03,3.48E+03,4.59E+03,9.83E+03,1.60E+04
1,3453,344102.29,4482819.97,0,0,4,2114.96,66948714.2,183548.7142,47.8,5.31E+02,2.00E+02,8.77E+02,7.94E+02,1.05E+03,1.29E+03,1.64E+03,3.41E+03,4.55E+03,9.75E+03,1.55E+04
1,3454,344102.32,4482819.95,0,0,4,2114.95,66948814.2,183548.8142,56.2,2.95E+02,5.62E+02,8.13E+02,8.01E+02,1.05E+03,1.32E+03,1.66E+03,3.34E+03,4.51E+03,9.75E+03,1.58E+04
1,3455,344102.36,4482819.93,0,0,4,2114.95,66948914.1,183548.9141,41.2,6.16E+01,8.33E+02,6.42E+02,7.70E+02,1.02E+03,1.31E+03,1.66E+03,3.30E+03,4.44E+03,9.78E+03,1.60E+04
1,3456,344102.39,4482819.9,0,0,4,2114.94,66949014.2,183549.0142,43.7,2.74E+02,7.81E+02,7.05E+02,7.86E+02,1.01E+03,1.26E+03,1.67E+03,3.33E+03,4.40E+03,9.81E+03,1.60E+04
1,3457,344102.42,4482819.88,0,0,4,2114.94,66949114.2,183549.1142,44.7,4.29E+02,4.03E+02,8.26E+02,8.79E+02,1.07E+03,1.23E+03,1.67E+03,3.36E+03,4.43E+03,9.75E+03,1.56E+04
1,3458,344102.46,4482819.86,0,0,4,2114.94,66949214.2,183549.2142,50.3,3.34E+02,5.14E+02,6.35E+02,8.95E+02,1.09E+03,1.28E+03,1.62E+03,3.37E+03,4.50E+03,9.71E+03,1.58E+04
1,3459,344102.49,4482819.84,0,0,4,2114.93,66949314.2,183549.3142,44,2.30E+01,1.00E+03,4.33E+02,7.82E+02,1.07E+03,1.36E+03,1.55E+03,3.37E+03,4.49E+03,9.79E+03,1.63E+04
1,3460,344102.52,4482819.82,0,0,4,2114.93,66949414.2,183549.4142,43.6,2.07E+02,8.95E+02,4.98E+02,7.20E+02,1.01E+03,1.35E+03,1.51E+03,3.39E+03,4.33E+03,9.78E+03,1.61E+04
1,3461,344102.55,4482819.79,0,0,4,2114.93,66949514.2,183549.5142,43.7,3.96E+02,5.78E+02,6.76E+02,8.09E+02,9.84E+02,1.30E+03,1.53E+03,3.40E+03,4.23E+03,9.75E+03,1.58E+04
1,3462,344102.58,4482819.77,0,0,4,2114.92,66949614.2,183549.6142,41.4,4.51E+02,5.19E+02,7.60E+02,8.68E+02,1.04E+03,1.24E+03,1.55E+03,3.43E+03,4.26E+03,9.75E+03,1.58E+04
1,3463,344102.6,4482819.75,0,0,4,2114.92,66949714.2,183549.7142,45.6,4.03E+02,4.83E+02,7.02E+02,8.46E+02,1.12E+03,1.26E+03,1.57E+03,3.49E+03,4.29E+03,9.80E+03,1.59E+04
1,3464,344102.63,4482819.73,0,0,4,2114.92,66949814.2,183549.8142,44,2.31E+02,6.55E+02,6.29E+02,8.31E+02,1.04E+03,1.31E+03,1.51E+03,3.52E+03,4.33E+03,9.86E+03,1.62E+04
1,3465,344102.66,4482819.7,0,0,4,2114.92,66949914.2,183549.9142,43.3,1.96E+02,7.75E+02,6.01E+02,8.19E+02,9.27E+02,1.32E+03,1.45E+03,3.48E+03,4.33E+03,9.89E+03,1.63E+04
1,3466,344102.68,4482819.68,0,0,4,2114.92,66950014.2,183550.0142,44.3,2.57E+02,6.76E+02,5.81E+02,7.92E+02,9.23E+02,1.34E+03,1.49E+03,3.47E+03,4.28E+03,9.85E+03,1.61E+04
1,3467,344102.71,4482819.66,0,0,4,2114.91,66950114.2,183550.1142,43.4,2.05E+02,7.27E+02,5.80E+02,7.69E+02,9.82E+02,1.40E+03,1.52E+03,3.47E+03,4.27E+03,9.79E+03,1.62E+04
1,3468,344102.74,4482819.64,0,0,4,2114.91,66950214.2,183550.2142,44.5,1.20E+02,8.08E+02,5.43E+02,7.80E+02,9.45E+02,1.41E+03,1.51E+03,3.47E+03,4.32E+03,9.85E+03,1.63E+04
1,3469,344102.76,4482819.61,0,0,4,2114.91,66950314.2,183550.3142,42.1,1.32E+02,7.80E+02,5.29E+02,8.05E+02,8.62E+02,1.37E+03,1.48E+03,3.46E+03,4.31E+03,9.91E+03,1.63E+04
1,3470,344102.79,4482819.59,0,0,4,2114.91,66950414.2,183550.4142,42.4,2.19E+02,7.22E+02,5.72E+02,8.03E+02,8.37E+02,1.35E+03,1.47E+03,3.45E+03,4.28E+03,9.95E+03,1.63E+04
1,3471,344102.83,4482819.54,0,0,4,2114.9,66950514.2,183550.5142,38.3,1.56E+02,7.75E+02,5.72E+02,7.87E+02,8.99E+02,1.36E+03,1.47E+03,3.50E+03,4.30E+03,9.94E+03,1.64E+04
1,3472,344102.88,4482819.5,0,0,4,2114.9,66950614.2,183550.6142,38.8,1.07E+02,1.02E+03,5.50E+02,7.64E+02,1.00E+03,1.36E+03,1.52E+03,3.54E+03,4.34E+03,1.00E+04,1.67E+04
1,3473,344102.92,4482819.46,0,0,4,2114.89,66950714.2,183550.7142,39.8,3.15E+02,6.41E+02,6.44E+02,7.01E+02,1.07E+03,1.34E+03,1.55E+03,3.55E+03,4.32E+03,1.01E+04,1.63E+04
1,3474,344102.97,4482819.42,0,0,4,2114.89,66950814.2,183550.8142,42.8,3.30E+02,6.09E+02,6.64E+02,6.78E+02,1.04E+03,1.36E+03,1.54E+03,3.57E+03,4.26E+03,1.01E+04,1.63E+04
1,3475,344103.01,4482819.37,0,0,4,2114.89,66950914.2,183550.9142,40.9,1.90E+02,1.06E+03,5.55E+02,7.20E+02,9.94E+02,1.39E+03,1.56E+03,3.54E+03,4.31E+03,1.02E+04,1.69E+04
1,3476,344103.05,4482819.33,0,0,4,2114.88,66951014.2,183551.0142,37.5,2.32E+02,9.40E+02,6.49E+02,7.24E+02,1.03E+03,1.36E+03,1.60E+03,3.53E+03,4.35E+03,1.03E+04,1.69E+04
1,3477,344103.1,4482819.29,0,0,4,2114.88,66951114.2,183551.1142,40.6,3.19E+02,6.32E+02,8.03E+02,7.49E+02,1.01E+03,1.35E+03,1.55E+03,3.58E+03,4.32E+03,1.03E+04,1.66E+04
1,3478,344103.14,4482819.24,0,0,4,2114.87,66951214.2,183551.2142,35.5,3.75E+02,5.24E+02,7.79E+02,8.28E+02,9.85E+02,1.35E+03,1.55E+03,3.60E+03,4.29E+03,1.03E+04,1.66E+04
1,3479,344103.18,4482819.2,0,0,4,2114.87,66951314.2,183551.3142,42.5,4.78E+02,6.27E+02,7.50E+02,8.30E+02,1.05E+03,1.32E+03,1.57E+03,3.65E+03,4.31E+03,1.02E+04,1.67E+04
1,3480,344103.23,4482819.16,0,0,4,2114.86,66951414.2,183551.4142,38.3,3.90E+02,9.13E+02,7.50E+02,7.53E+02,1.06E+03,1.35E+03,1.55E+03,3.69E+03,4.30E+03,1.02E+04,1.69E+04
1,3481,344103.29,4482819.11,0,0,4,2114.86,66951514.2,183551.5142,37.7,2.60E+02,1.00E+03,7.46E+02,7.77E+02,1.04E+03,1.32E+03,1.56E+03,3.67E+03,4.26E+03,1.02E+04,1.70E+04
1,3482,344103.35,4482819.07,0,0,4,2114.85,66951614.2,183551.6142,39.5,3.74E+02,9.22E+02,7.13E+02,8.52E+02,9.90E+02,1.25E+03,1.57E+03,3.68E+03,4.24E+03,1.03E+04,1.70E+04
