,Unnamed: 0,x,y,elevation,ssssHCP1.6f450h0.15,HCP1.6f1530h0.15,HCP1.6f5310h0.15,HCP1.6f18330h0.15,HCP1.6f63030h0.15
8130,8130,344103.82,4482821.66,2113.63,380.3942007,114.4674831,57.39267847,44.58798849,37.36198553
8135,8135,344103.82,4482821.66,2113.62,379.0749145,111.7513055,55.90195955,43.61633741,37.67595179
8140,8140,344103.82,4482821.66,2113.61,372.0387212,122.6160157,58.13803793,43.61633741,37.36198553
8145,8145,344103.82,4482821.66,2113.61,402.8220669,96.74765799,56.64731901,44.15614356,37.36198553
8150,8150,344103.82,4482821.66,2113.61,329.8215613,105.0255325,56.27463928,43.40041494,37.36198553
8155,8155,344103.82,4482821.66,2113.61,313.5503643,111.3632801,55.90195955,43.83225987,37.04801926
8160,8160,344103.83,4482821.66,2113.61,301.237026,101.7919878,57.7653582,44.48002726,37.36198553
8165,8165,344103.83,4482821.67,2113.62,307.8334572,111.7513055,56.64731901,44.58798849,37.04801926
8170,8170,344103.83,4482821.67,2113.62,359.2856208,120.6758889,53.66588117,44.15614356,37.36198553
8175,8175,344103.83,4482821.67,2113.62,397.1051598,111.2339383,55.15660009,43.83225987,37.36198553
8180,8180,344103.84,4482821.67,2113.62,444.1597026,114.3381413,55.52927982,44.04818233,37.36198553
8185,8185,344103.84,4482821.67,2113.62,371.5989591,111.3632801,58.13803793,44.04818233,36.734053
8190,8190,344103.84,4482821.67,2113.61,323.2251301,108.6471026,55.90195955,43.83225987,37.04801926
8195,8195,344103.84,4482821.67,2113.6,305.6346468,109.0351279,58.51071766,42.2128414,36.734053
8200,8200,344103.84,4482821.67,2113.6,366.3218141,112.2686726,52.54784198,44.04818233,37.04801926
8205,8205,344103.84,4482821.67,2113.6,390.5087286,119.7704964,54.78392036,44.15614356,37.36198553
8210,8210,344103.84,4482821.67,2113.6,394.4665874,120.6758889,56.27463928,43.50837618,37.04801926
8215,8215,344103.84,4482821.67,2113.6,404.5811152,120.6758889,55.52927982,42.96857002,37.04801926
8220,8220,344103.85,4482821.68,2113.6,354.0084758,110.199204,55.90195955,43.40041494,36.734053
8225,8225,344103.85,4482821.68,2113.6,403.261829,128.1777127,58.51071766,43.9402211,37.04801926
8230,8230,344103.85,4482821.68,2113.61,391.8280149,112.1393309,55.90195955,43.29245371,37.04801926
8235,8235,344103.85,4482821.68,2113.61,362.8037175,108.0003936,55.90195955,44.15614356,37.04801926
8240,8240,344103.86,4482821.68,2113.61,386.990632,118.9944457,56.27463928,42.75264756,36.734053
8245,8245,344103.86,4482821.68,2113.6,351.3699033,114.9848502,57.01999874,43.72429864,37.04801926
8250,8250,344103.87,4482821.7,2113.59,394.9063494,116.2782681,53.66588117,43.72429864,36.42008673
8255,8255,344103.87,4482821.71,2113.58,420.8523123,102.1800131,57.39267847,44.04818233,37.04801926
8260,8260,344103.8,4482821.65,2113.65,204.489368,118.2183949,50.68444332,42.75264756,36.10612047
8265,8265,344103.74,4482821.58,2113.71,383.0327732,119.7704964,52.54784198,43.40041494,37.04801926
8270,8270,344103.77,4482821.59,2113.7,483.73829,110.0698622,56.64731901,43.07653125,37.04801926
8275,8275,344103.8,4482821.6,2113.68,293.3213085,118.2183949,55.15660009,43.18449248,36.734053
8280,8280,344103.8,4482821.6,2113.67,364.1230037,128.565738,58.51071766,43.07653125,37.04801926
8285,8285,344103.8,4482821.6,2113.67,395.3461115,110.5872294,56.64731901,44.80391095,36.42008673
8290,8290,344103.8,4482821.6,2113.68,412.0570706,119.382471,55.90195955,44.15614356,36.734053
8295,8295,344103.79,4482821.6,2113.69,461.7501859,118.9944457,58.51071766,43.50837618,36.734053
8300,8300,344103.8,4482821.6,2113.68,380.3942007,120.5465471,56.64731901,42.86060879,36.734053
8305,8305,344103.81,4482821.59,2113.68,399.3039703,111.7513055,54.78392036,43.07653125,36.734053
8310,8310,344103.81,4482821.59,2113.67,323.6648922,119.2531292,58.13803793,44.15614356,36.734053
8315,8315,344103.82,4482821.58,2113.67,355.7675242,124.9441679,58.88339739,44.26410479,37.04801926
8320,8320,344103.88,4482821.54,2113.67,395.7858736,125.5908769,54.0385609,43.72429864,36.734053
8325,8325,344103.93,4482821.51,2113.66,392.707539,121.0639143,57.39267847,43.61633741,36.734053
8330,8330,344103.99,4482821.4,2113.67,248.0258141,118.4770785,55.52927982,44.69594972,36.734053
8335,8335,344104.04,4482821.29,2113.67,301.237026,107.6123682,54.78392036,45.01983341,38.30388432
8340,8340,344104.11,4482821.22,2113.68,339.0565651,104.7668489,57.01999874,45.23575588,38.30388432
8345,8345,344104.17,4482821.15,2113.69,356.6470483,105.284216,56.64731901,45.99148449,37.67595179
8350,8350,344104.25,4482821.07,2113.68,335.0987063,116.924977,57.39267847,44.58798849,37.04801926
8355,8355,344104.33,4482820.99,2113.68,354.4482379,102.0506713,55.15660009,43.07653125,35.7921542
8360,8360,344104.43,4482820.94,2113.67,317.068461,110.0698622,52.54784198,41.78099648,34.22232288
8365,8365,344104.53,4482820.89,2113.66,255.9415316,111.8806473,51.80248251,40.26953924,32.33852529
8370,8370,344104.71,4482820.77,2113.62,259.8993903,97.91173409,45.4669271,37.78643092,30.70590071
8375,8375,344104.89,4482820.65,2113.59,385.2315836,101.015937,48.44836494,36.27497369,28.47674023
8380,8380,344105.01,4482820.5,2113.62,424.3704089,90.15122677,47.33032575,34.97943891,26.81271903
8385,8385,344105.14,4482820.35,2113.63,201.4110335,103.473431,43.23084872,34.65555522,26.62433927
8390,8390,344105.33,4482820.23,2113.6,334.6589442,91.18596108,45.83960683,33.25205921,26.34176963
8395,8395,344105.52,4482820.12,2113.56,345.6529963,80.5799344,42.85816899,34.11574906,26.7813224
8400,8400,344105.6,4482820.07,2113.55,390.9484907,87.95241636,44.72156764,33.68390414,27.62903132
8405,8405,344105.69,4482820.03,2113.54,324.1046543,100.8865952,44.34888791,34.43963275,27.78601445
8410,8410,344105.83,4482819.95,2113.52,313.5503643,87.17636562,44.72156764,35.73516753,29.3872424
8415,8415,344105.97,4482819.87,2113.5,292.0020223,80.45059261,45.4669271,35.73516753,30.07796818
8420,8420,344106.11,4482819.8,2113.46,334.6589442,79.93322545,46.95764602,37.46254723,30.86288385
8425,8425,344106.26,4482819.73,2113.41,249.7848625,78.2517822,45.4669271,37.354586,31.08266023
8430,8430,344106.36,4482819.62,2113.42,94.98860966,44.8816007,40.24941087,36.27497369,31.71059276
8435,8435,344106.46,4482819.51,2113.43,60.2474052,75.53560464,43.60352845,37.13866354,31.71059276
8440,8440,344106.55,4482819.39,2113.45,315.7491747,97.52370872,45.83960683,37.67846969,32.02455903
8445,8445,344106.63,4482819.26,2113.48,425.6896952,96.87699978,51.42980278,37.78643092,32.02455903
8450,8450,344106.75,4482819.13,2113.45,345.6529963,116.0195845,50.31176359,38.97400447,32.02455903
8455,8455,344106.86,4482819,2113.42,302.1165502,104.5081653,49.1937244,39.83769432,32.65249156
8460,8460,344106.94,4482818.92,2113.43,333.7794201,104.5081653,49.93908386,39.18992693,32.96645782
8465,8465,344107.01,4482818.83,2113.45,286.7248773,91.83267002,48.82104467,39.62177185,32.33852529
8470,8470,344107.15,4482818.66,2113.45,250.2246245,97.7823923,47.33032575,38.43419831,32.33852529
8475,8475,344107.29,4482818.49,2113.44,309.1527435,76.05297179,48.07568521,38.21827585,32.02455903
8480,8480,344107.45,4482818.37,2113.4,284.965829,94.54884758,48.07568521,36.81477984,31.71059276
8485,8485,344107.62,4482818.24,2113.36,379.0749145,89.89254319,45.83960683,37.67846969,31.71059276
8490,8490,344107.71,4482818.15,2113.34,348.7313309,86.52965668,46.21228656,38.21827585,32.02455903
8495,8495,344107.79,4482818.06,2113.33,297.7189294,96.23029084,49.93908386,38.00235338,32.02455903
8500,8500,344107.88,4482817.96,2113.33,248.0258141,93.51411327,49.1937244,38.00235338,32.02455903
8505,8505,344107.97,4482817.86,2113.33,301.6767881,90.79793571,49.56640413,38.54215954,32.65249156
8510,8510,344107.98,4482817.84,2113.34,256.3812937,89.63385961,49.1937244,39.29788816,32.65249156
8515,8515,344107.99,4482817.81,2113.35,265.6162974,95.19555653,53.29320144,38.32623708,32.33852529
8520,8520,344108,4482817.81,2113.35,384.7918216,84.33084627,47.70300548,38.758082,32.33852529
8525,8525,344108,4482817.81,2113.35,322.785368,98.04107588,50.31176359,38.97400447,32.33852529
8530,8530,344107.98,4482817.82,2113.35,295.0803569,99.46383556,47.70300548,38.54215954,32.02455903
8535,8535,344107.96,4482817.82,2113.36,318.8275093,88.5991253,46.95764602,38.21827585,32.02455903
8540,8540,344107.95,4482817.81,2113.37,287.6044015,96.10094905,47.33032575,38.32623708,32.33852529
8545,8545,344107.93,4482817.8,2113.38,240.9896208,94.41950579,45.4669271,38.43419831,32.02455903
8550,8550,344107.93,4482817.81,2113.37,338.1770409,100.3692281,47.70300548,38.758082,32.02455903
8555,8555,344107.94,4482817.81,2113.36,331.5806097,92.60872075,48.82104467,38.21827585,31.71059276
8560,8560,344107.95,4482817.83,2113.35,363.2434796,87.69373278,46.21228656,37.57050846,32.02455903
8565,8565,344107.97,4482817.84,2113.34,288.9236877,99.46383556,49.1937244,38.21827585,32.02455903
8570,8570,344108.02,4482817.88,2113.32,243.6281933,93.51411327,47.33032575,38.86604323,32.33852529
8575,8575,344108.07,4482817.91,2113.29,242.3089071,94.03148043,49.1937244,37.67846969,32.33852529
8580,8580,344108.08,4482817.93,2113.27,372.9182454,98.42910125,46.58496629,38.54215954,32.33852529
8585,8585,344108.09,4482817.95,2113.24,315.7491747,102.4386967,50.68444332,38.65012077,32.96645782
8590,8590,344108.15,4482817.91,2113.22,260.3391524,87.4350492,45.09424737,38.97400447,32.96645782
8595,8595,344108.22,4482817.88,2113.2,291.5622602,96.48897441,46.21228656,39.94565555,32.96645782
8600,8600,344108.3,4482817.84,2113.15,305.1948848,82.52006123,51.05712305,39.72973308,33.28042409
8605,8605,344108.38,4482817.8,2113.09,213.7243717,83.03742838,43.97620818,39.51381062,33.90835662
8610,8610,344108.39,4482817.8,2113.08,232.6341413,86.01228952,46.58496629,40.59342293,33.90835662
8615,8615,344108.39,4482817.81,2113.07,259.4596283,79.93322545,46.21228656,41.24119032,34.22232288
8620,8620,344108.4,4482817.81,2113.07,270.4536803,77.86375683,45.83960683,40.8093454,34.22232288
8625,8625,344108.41,4482817.81,2113.07,239.6703346,86.2709731,49.56640413,40.4854617,34.22232288
8630,8630,344108.42,4482817.8,2113.07,262.0982007,81.35598513,49.93908386,41.02526786,34.53628915
8635,8635,344108.42,4482817.8,2113.08,291.5622602,70.2325913,49.1937244,40.70138416,34.22232288
8640,8640,344108.42,4482817.8,2113.08,260.7789145,82.13203586,46.95764602,41.13322909,34.22232288
8645,8645,344108.42,4482817.8,2113.08,282.7670186,74.50087033,48.44836494,40.37750047,34.53628915
8650,8650,344108.42,4482817.8,2113.07,288.0441636,76.57033895,45.83960683,39.51381062,34.53628915
8655,8655,344108.42,4482817.8,2113.07,219.0015167,77.47573147,48.44836494,40.4854617,34.53628915
8660,8660,344108.42,4482817.8,2113.07,279.688684,71.00864203,46.21228656,40.05361678,34.53628915
8665,8665,344108.42,4482817.8,2113.07,260.3391524,77.21704789,46.58496629,40.70138416,34.22232288
8670,8670,344108.43,4482817.79,2113.06,227.7967584,93.38477148,48.07568521,40.8093454,34.22232288
8675,8675,344108.43,4482817.79,2113.05,215.9231822,76.95836431,49.56640413,40.37750047,34.22232288
8680,8680,344108.52,4482817.73,2113.04,196.5736506,86.65899847,49.56640413,40.8093454,34.22232288
8685,8685,344108.61,4482817.68,2113.03,215.4834201,98.81712661,49.1937244,42.5367251,35.16422168
8690,8690,344108.8,4482817.62,2112.96,357.0868104,102.9560639,58.51071766,43.61633741,37.04801926
8695,8695,344108.99,4482817.55,2112.89,300.3575019,110.7165712,56.27463928,46.74721311,38.93181685
8700,8700,344109.11,4482817.48,2112.89,266.9355836,108.388419,54.0385609,48.25867035,39.55974938
8705,8705,344109.24,4482817.4,2112.89,289.3634498,99.85186092,58.88339739,46.96313557,39.87371565
8710,8710,344109.47,4482817.28,2112.81,246.7065279,97.65305051,57.7653582,47.3949805,40.50164818
8715,8715,344109.7,4482817.17,2112.74,220.7605651,104.12014,55.52927982,48.47459281,41.44354697
8720,8720,344109.83,4482817.13,2112.75,190.8567435,104.7668489,58.88339739,49.33828266,42.0714795
8725,8725,344109.97,4482817.08,2112.76,373.7977695,112.1393309,59.62875685,48.47459281,42.0714795
8730,8730,344110.14,4482816.92,2112.81,133.6876729,111.7513055,58.13803793,49.66216635,41.44354697
8735,8735,344110.32,4482816.76,2112.85,248.4655762,102.5680385,59.62875685,49.66216635,42.0714795
8740,8740,344110.53,4482816.72,2112.83,336.8577546,106.8363175,57.7653582,49.23032143,42.38544577
8745,8745,344110.73,4482816.68,2112.82,247.586052,112.1393309,57.01999874,49.01439897,42.0714795
8750,8750,344110.77,4482816.59,2112.89,327.1829888,94.93687295,59.25607712,47.82682542,41.44354697
8755,8755,344110.82,4482816.5,2112.96,299.0382156,90.66859392,57.01999874,45.99148449,38.93181685
8760,8760,344110.89,4482816.4,2113.07,340.3758513,100.4985699,51.42980278,42.42876386,36.42008673
8765,8765,344110.96,4482816.3,2113.17,304.3153606,82.64940302,48.44836494,37.89439215,31.3966265
8770,8770,344111.16,4482816.19,2113.24,250.2246245,80.83861797,43.60352845,33.25205921,28.00579083
8775,8775,344111.35,4482816.08,2113.3,251.1041487,84.84821343,40.24941087,33.14409798,27.34646168
8780,8780,344111.54,4482815.99,2113.37,214.1641338,83.29611196,42.11280953,31.41671828,25.7138371
8785,8785,344111.74,4482815.9,2113.44,259.0198662,78.76914935,36.00086195,28.93360996,23.04512385
8790,8790,344111.9,4482815.68,2113.46,233.5136654,76.69968073,34.02565938,27.85399765,22.69976096
8795,8795,344112.07,4482815.46,2113.49,189.5374572,89.89254319,37.64065276,26.01865672,21.31830939
8800,8800,344112.28,4482815.39,2113.58,300.3575019,66.740363,33.39210384,24.29127702,20.06244433
8805,8805,344112.5,4482815.33,2113.66,225.597948,78.12244041,35.21823452,25.5868118,21.19272288
8810,8810,344112.56,4482815.28,2113.68,252.863197,75.27692106,35.73998614,24.18331579,19.56009831
8815,8815,344112.63,4482815.23,2113.7,289.8032119,69.97390772,34.24926722,25.47885056,20.06244433
8820,8820,344112.75,4482815.1,2113.66,215.4834201,67.12838837,30.33613005,24.29127702,19.24613204
8825,8825,344112.88,4482814.96,2113.63,250.6643866,76.57033895,36.26173776,24.18331579,20.21942746
8830,8830,344112.99,4482814.94,2113.72,206.6881784,73.72481959,35.96359398,24.29127702,20.69037686
8835,8835,344113.11,4482814.91,2113.8,273.9717769,70.2325913,36.00086195,24.07535456,19.52870168
8840,8840,344113.29,4482814.87,2113.81,305.6346468,64.67089438,32.72128032,24.50719948,19.49730505
8845,8845,344113.47,4482814.84,2113.82,318.3877472,77.99309862,31.93865289,24.93904441,20.31361734
8850,8850,344113.59,4482814.81,2113.84,296.3996431,79.80388366,38.01333249,25.80273426,20.5019971
8855,8855,344113.72,4482814.77,2113.87,282.7670186,75.14757927,33.80205154,25.15496687,20.43920385
8860,8860,344113.86,4482814.61,2113.92,259.4596283,80.5799344,33.39210384,25.91069549,20.53339373
8865,8865,344114,4482814.45,2113.97,240.9896208,72.69008528,31.34236532,24.29127702,19.08914891
8870,8870,344114.14,4482814.27,2113.92,299.9177398,86.40031489,34.28653519,22.77981978,18.27283662
8875,8875,344114.28,4482814.09,2113.87,269.134394,83.42545375,34.51014303,24.72312195,19.12054554
8880,8880,344114.56,4482813.99,2113.79,322.3456059,84.58952985,31.97592086,23.10370348,19.18333879
8885,8885,344114.83,4482813.9,2113.72,255.5017695,76.95836431,32.12499275,24.61516072,20.31361734
8890,8890,344115.04,4482813.82,2113.7,172.3867361,83.29611196,39.13137168,27.74603642,22.32300144
8895,8895,344115.24,4482813.73,2113.69,340.8156134,87.95241636,39.87673114,28.50176504,23.76724626
8900,8900,344115.36,4482813.6,2113.67,291.1224981,84.58952985,39.87673114,29.68933858,23.83003951
8905,8905,344115.47,4482813.48,2113.65,306.514171,66.86970479,39.87673114,29.14953243,23.92422939
8910,8910,344115.54,4482813.5,2113.62,261.6584387,89.50451782,37.26797303,29.04157119,23.704453
8915,8915,344115.61,4482813.53,2113.59,323.6648922,85.49492237,37.26797303,29.47341612,24.33238553
8920,8920,344115.66,4482813.58,2113.56,299.4779777,80.70927619,39.50405141,30.87691213,24.89752481
8925,8925,344115.71,4482813.63,2113.53,251.1041487,91.70332823,42.11280953,31.20079582,25.21149108
8930,8930,344115.73,4482813.65,2113.51,265.1765353,90.02188498,40.24941087,31.74060197,25.55685397
8935,8935,344115.75,4482813.68,2113.49,270.4536803,83.68413733,43.23084872,31.30875705,25.99640674
8940,8940,344115.76,4482813.69,2113.49,296.8394052,76.57033895,42.11280953,31.30875705,25.99640674
8945,8945,344115.76,4482813.7,2113.48,262.5379628,94.41950579,41.36745007,31.41671828,25.7138371
8950,8950,344115.77,4482813.71,2113.48,326.7432268,88.85780888,43.60352845,31.52467951,25.99640674
8955,8955,344115.77,4482813.71,2113.48,283.6465427,91.05661929,42.11280953,31.41671828,26.15338987
8960,8960,344115.78,4482813.72,2113.48,262.9777249,83.29611196,43.60352845,32.06448567,25.83942361
8965,8965,344115.78,4482813.72,2113.47,251.9836729,81.87335228,42.85816899,32.38836936,26.15338987
8970,8970,344115.78,4482813.73,2113.47,256.3812937,90.53925213,43.60352845,31.30875705,25.68244047
8975,8975,344115.79,4482813.74,2113.46,252.4234349,93.12608791,41.7401298,30.98487336,25.99640674
8980,8980,344115.79,4482813.74,2113.45,266.9355836,88.21109993,44.34888791,31.20079582,25.77663035
8985,8985,344115.8,4482813.75,2113.44,254.1824833,90.40991034,43.60352845,32.28040813,25.83942361
8990,8990,344115.8,4482813.75,2113.45,313.1106022,94.67818937,44.34888791,30.76895089,25.68244047
8995,8995,344115.8,4482813.75,2113.45,318.3877472,87.4350492,42.85816899,31.52467951,26.21618312
9000,9000,344115.8,4482813.75,2113.45,329.8215613,86.01228952,40.24941087,32.1724469,26.21618312
9005,9005,344115.8,4482813.75,2113.45,277.0501115,90.15122677,43.23084872,31.20079582,25.80802698
9010,9010,344115.8,4482813.75,2113.44,288.0441636,88.46978351,43.60352845,31.30875705,25.90221686
9015,9015,344115.79,4482813.76,2113.42,272.2127286,84.33084627,40.24941087,32.1724469,25.80802698
9020,9020,344115.79,4482813.76,2113.42,287.1646394,89.11649246,45.4669271,31.74060197,26.02780336
9025,9025,344115.79,4482813.76,2113.42,292.0020223,86.40031489,42.11280953,31.84856321,26.02780336
9030,9030,344115.8,4482813.77,2113.42,246.7065279,82.77874481,42.11280953,31.84856321,25.68244047
9035,9035,344115.8,4482813.77,2113.43,261.6584387,82.90808659,42.11280953,32.06448567,26.09059662
9040,9040,344115.8,4482813.77,2113.43,326.7432268,90.40991034,42.11280953,31.52467951,25.80802698
9045,9045,344115.8,4482813.77,2113.43,266.4958216,90.66859392,43.60352845,31.63264074,25.90221686
9050,9050,344115.8,4482813.77,2113.43,305.6346468,83.55479554,40.99477034,31.20079582,26.1847865
9055,9055,344115.8,4482813.77,2113.43,307.3936952,85.36558058,42.85816899,30.98487336,25.80802698
9060,9060,344115.8,4482813.77,2113.43,251.9836729,85.36558058,38.75869195,31.20079582,25.90221686
9065,9065,344115.8,4482813.77,2113.43,296.8394052,91.18596108,42.85816899,31.20079582,26.02780336
9070,9070,344115.8,4482813.77,2113.43,288.0441636,90.40991034,42.11280953,30.98487336,25.99640674
9075,9075,344115.8,4482813.77,2113.43,332.8998959,88.08175814,40.62209061,32.06448567,25.55685397
9080,9080,344115.8,4482813.77,2113.42,305.6346468,86.78834026,40.99477034,31.20079582,26.02780336
9085,9085,344115.8,4482813.77,2113.42,334.6589442,86.52965668,41.36745007,31.63264074,26.12199324
9090,9090,344115.8,4482813.77,2113.42,270.0139182,92.73806254,39.50405141,32.82021429,26.24757975
9095,9095,344115.8,4482813.78,2113.43,254.1824833,92.86740433,42.11280953,30.98487336,25.93361349
9100,9100,344115.8,4482813.77,2113.43,289.3634498,85.88294774,42.85816899,30.98487336,25.90221686
9105,9105,344115.8,4482813.77,2113.43,290.6827361,80.70927619,42.48548926,31.52467951,26.12199324
9110,9110,344115.8,4482813.78,2113.43,302.5563123,89.11649246,41.7401298,31.74060197,25.99640674
9115,9115,344115.8,4482813.78,2113.43,299.9177398,77.47573147,40.24941087,31.30875705,26.02780336
9120,9120,344115.8,4482813.78,2113.43,282.7670186,90.79793571,41.7401298,31.30875705,25.77663035
9125,9125,344115.8,4482813.78,2113.43,285.4055911,98.17041767,42.85816899,31.74060197,25.74523373
9130,9130,344115.8,4482813.78,2113.43,265.1765353,91.70332823,41.36745007,30.87691213,25.74523373
9135,9135,344115.81,4482813.79,2113.43,289.3634498,84.71887164,41.7401298,31.30875705,26.05919999
9140,9140,344115.81,4482813.78,2113.43,245.3872416,92.73806254,38.75869195,31.95652444,25.83942361
9145,9145,344115.81,4482813.78,2113.43,310.4720297,83.55479554,45.09424737,32.06448567,25.93361349
9150,9150,344115.81,4482813.79,2113.43,293.7610706,85.88294774,42.85816899,31.95652444,25.80802698
9155,9155,344115.81,4482813.79,2113.42,299.0382156,91.83267002,41.7401298,31.41671828,26.02780336
9160,9160,344115.82,4482813.8,2113.42,263.8572491,98.04107588,40.99477034,31.52467951,25.80802698
9165,9165,344115.82,4482813.81,2113.41,264.7367732,90.15122677,43.23084872,30.87691213,25.93361349
9170,9170,344115.82,4482813.83,2113.4,271.7729665,87.95241636,41.7401298,31.95652444,25.55685397
9175,9175,344115.83,4482813.85,2113.39,251.5439108,79.80388366,42.48548926,32.06448567,25.93361349
9180,9180,344115.82,4482813.84,2113.4,299.9177398,87.17636562,40.24941087,32.28040813,25.87082023
9185,9185,344115.82,4482813.83,2113.4,250.2246245,91.31530286,42.48548926,30.55302843,25.90221686
9190,9190,344115.82,4482813.84,2113.39,329.3817993,73.85416138,42.11280953,31.30875705,25.77663035
9195,9195,344115.82,4482813.84,2113.39,273.0922528,83.9428209,41.7401298,31.30875705,25.80802698
9200,9200,344115.82,4482813.85,2113.39,251.1041487,81.22664334,42.85816899,32.06448567,25.80802698
9205,9205,344115.82,4482813.85,2113.39,295.959881,87.69373278,44.34888791,31.41671828,25.55685397
9210,9210,344115.83,4482813.85,2113.39,265.1765353,93.2554297,42.11280953,31.09283459,25.58825059
9215,9215,344115.83,4482813.85,2113.4,330.2613234,92.73806254,42.48548926,30.76895089,25.99640674
9220,9220,344115.83,4482813.85,2113.41,294.6405948,76.57033895,38.75869195,31.20079582,25.65104385
9225,9225,344115.83,4482813.84,2113.41,292.0020223,83.81347912,40.24941087,32.06448567,25.96501011
9230,9230,344115.82,4482813.84,2113.4,251.1041487,90.02188498,43.23084872,30.98487336,25.80802698
9235,9235,344115.81,4482813.84,2113.4,247.14629,76.57033895,42.48548926,31.63264074,25.90221686
9240,9240,344115.81,4482813.84,2113.4,298.5984535,83.16677017,40.24941087,32.1724469,25.65104385
9245,9245,344115.81,4482813.84,2113.4,290.242974,73.72481959,40.62209061,32.1724469,25.90221686
9250,9250,344115.82,4482813.84,2113.4,288.0441636,82.39071944,39.13137168,31.63264074,25.90221686
9255,9255,344115.82,4482813.84,2113.4,267.8151078,89.89254319,42.11280953,32.06448567,25.58825059
9260,9260,344115.82,4482813.84,2113.4,254.6222454,94.93687295,42.11280953,31.52467951,25.90221686
9265,9265,344115.83,4482813.85,2113.39,287.6044015,89.11649246,40.24941087,31.09283459,25.80802698
9270,9270,344115.82,4482813.84,2113.39,328.9420372,86.78834026,44.34888791,31.52467951,25.77663035
9275,9275,344115.82,4482813.84,2113.39,287.1646394,82.13203586,38.38601222,31.74060197,25.55685397
9280,9280,344115.82,4482813.84,2113.4,308.7129814,91.83267002,42.48548926,32.06448567,25.99640674
9285,9285,344115.82,4482813.84,2113.4,337.2975167,81.35598513,42.11280953,31.30875705,25.55685397
9290,9290,344115.82,4482813.84,2113.39,296.8394052,93.2554297,43.97620818,31.84856321,25.7138371
9295,9295,344115.82,4482813.85,2113.39,266.4958216,82.77874481,40.24941087,31.63264074,26.09059662
9300,9300,344115.82,4482813.85,2113.39,314.4298885,98.17041767,40.99477034,31.41671828,25.74523373
9305,9305,344115.83,4482813.85,2113.39,303.8755985,75.53560464,43.23084872,31.95652444,25.39987083
9310,9310,344115.83,4482813.86,2113.39,315.7491747,90.53925213,42.85816899,31.84856321,25.93361349
9315,9315,344115.83,4482813.86,2113.39,279.688684,77.60507326,41.7401298,31.84856321,25.43126746
9320,9320,344115.83,4482813.86,2113.39,302.9960743,79.54520009,39.50405141,31.20079582,25.36847421
9325,9325,344115.83,4482813.85,2113.39,306.9539331,84.84821343,42.85816899,31.52467951,25.90221686
9330,9330,344115.83,4482813.85,2113.39,281.0079703,91.18596108,43.97620818,31.84856321,25.61964722
9335,9335,344115.83,4482813.85,2113.38,300.3575019,86.14163131,42.85816899,31.41671828,25.61964722
9340,9340,344115.83,4482813.85,2113.38,301.6767881,94.93687295,39.87673114,31.84856321,25.39987083
9345,9345,344115.82,4482813.85,2113.38,298.5984535,84.07216269,40.24941087,31.41671828,25.68244047
9350,9350,344115.82,4482813.85,2113.38,295.520119,77.99309862,43.23084872,31.20079582,25.77663035
9355,9355,344115.83,4482813.85,2113.38,313.9901264,86.01228952,42.11280953,30.98487336,25.68244047
9360,9360,344115.83,4482813.85,2113.38,348.2915688,84.58952985,39.87673114,31.95652444,25.61964722
9365,9365,344115.83,4482813.85,2113.38,340.3758513,90.40991034,40.24941087,31.41671828,25.52545734
9370,9370,344115.82,4482813.85,2113.38,316.1889368,84.58952985,43.97620818,31.30875705,25.49406071
9375,9375,344115.82,4482813.85,2113.37,290.242974,91.57398644,45.09424737,30.98487336,25.93361349
9380,9380,344115.8,4482813.8,2113.39,297.7189294,82.77874481,43.23084872,31.41671828,25.7138371
9385,9385,344115.79,4482813.76,2113.41,295.0803569,92.47937896,42.48548926,31.30875705,25.90221686
9390,9390,344115.83,4482813.65,2113.45,311.791316,92.0913536,40.24941087,31.09283459,25.7138371
9395,9395,344115.87,4482813.53,2113.49,300.3575019,83.03742838,42.48548926,31.63264074,25.61964722
9400,9400,344116,4482813.42,2113.48,353.5687138,86.01228952,43.60352845,31.74060197,25.05450794
9405,9405,344116.14,4482813.3,2113.46,255.9415316,94.54884758,42.85816899,32.28040813,25.55685397
9410,9410,344116.36,4482813.15,2113.42,272.6524907,88.34044172,38.75869195,30.76895089,25.61964722
9415,9415,344116.59,4482812.99,2113.38,315.3094126,83.55479554,41.7401298,32.60429182,26.21618312
9420,9420,344116.83,4482812.8,2113.35,311.791316,92.35003717,43.60352845,32.71225306,26.59294264
9425,9425,344117.07,4482812.6,2113.31,452.9549442,79.4158583,45.09424737,32.49633059,26.90690891
9430,9430,344117.39,4482812.34,2113.24,295.520119,92.0913536,45.09424737,34.11574906,27.53484144
9435,9435,344117.71,4482812.07,2113.17,379.5146766,93.38477148,42.48548926,34.54759399,28.82210312
9440,9440,344118.02,4482811.78,2113.12,317.508223,86.01228952,43.97620818,36.38293492,30.39193445
9445,9445,344118.33,4482811.5,2113.07,289.8032119,98.17041767,47.33032575,37.0307023,30.58031421
9450,9450,344118.67,4482811.22,2113,316.6286989,91.70332823,47.33032575,36.05905122,30.23495132
9455,9455,344119.01,4482810.94,2112.93,230.8750929,100.3692281,47.70300548,37.13866354,30.70590071
9460,9460,344119.37,4482810.63,2112.89,320.5865576,94.03148043,50.31176359,37.57050846,31.3966265
9465,9465,344119.73,4482810.32,2112.85,364.5627658,92.22069539,52.92052171,40.70138416,32.65249156
