,Unnamed: 0,x,y,elevation,ssssHCP1.6f450h0.15,HCP1.6f1530h0.15,HCP1.6f5310h0.15,HCP1.6f18330h0.15,HCP1.6f63030h0.15
23193,23193,344115.67,4482827.28,2107.21,319.7070335,93.90213864,55.15660009,41.88895771,36.10612047
23198,23198,344115.42,4482827.4,2107.23,211.5255613,91.31530286,44.72156764,42.2128414,34.85025541
23203,23203,344115.14,4482827.48,2107.26,236.1522379,61.43734966,42.85816899,41.13322909,34.22232288
23208,23208,344114.87,4482827.62,2107.29,317.508223,82.26137765,51.05712305,39.72973308,33.28042409
23213,23213,344114.6,4482827.79,2107.33,457.3525651,97.13568336,50.68444332,38.32623708,31.3966265
23218,23218,344114.28,4482827.9,2107.35,207.1279405,94.80753116,42.85816899,37.24662477,30.23495132
23223,23223,344113.95,4482827.99,2107.35,474.9430483,120.4172053,51.80248251,38.21827585,29.41863903
23228,23228,344113.67,4482827.99,2107.42,318.3877472,93.77279685,49.56640413,39.62177185,31.33383324
23233,23233,344113.42,4482827.96,2107.51,378.1953903,65.18826153,43.97620818,38.21827585,32.33852529
23238,23238,344113.16,4482828.02,2107.56,343.0144238,69.19785699,45.09424737,39.29788816,32.02455903
23243,23243,344112.9,4482828.14,2107.6,369.4001487,86.78834026,45.4669271,39.51381062,32.33852529
23248,23248,344112.62,4482828.21,2107.61,400.1834944,97.7823923,51.80248251,41.13322909,33.28042409
23253,23253,344112.31,4482828.26,2107.62,383.0327732,100.2398863,49.93908386,40.70138416,33.28042409
23258,23258,344112,4482828.41,2107.63,257.2608178,75.01823748,48.44836494,40.16157801,33.28042409
23263,23263,344111.67,4482828.61,2107.65,448.5573234,102.3093549,54.78392036,41.99691894,34.22232288
23268,23268,344111.41,4482828.73,2107.68,239.6703346,82.00269407,48.82104467,45.45167834,37.04801926
23273,23273,344111.17,4482828.82,2107.73,310.9117918,90.9272775,52.54784198,46.20740696,37.98991806
23278,23278,344110.91,4482828.92,2107.75,330.7010855,92.47937896,55.90195955,46.20740696,37.98991806
23283,23283,344110.64,4482829.04,2107.76,229.5558067,99.46383556,60.00143658,47.17905804,39.24578312
23288,23288,344110.35,4482829.23,2107.77,365.44229,110.7165712,61.86483523,46.85517434,38.30388432
23293,23293,344110.06,4482829.44,2107.79,288.4839256,119.382471,61.4921555,47.93478666,38.61785059
23298,23298,344109.8,4482829.66,2107.79,149.0793457,107.6123682,58.88339739,50.30993374,40.18768191
23303,23303,344109.55,4482829.88,2107.79,518.9192565,114.2087995,65.96431227,53.11692575,43.0133783
23308,23308,344109.45,4482829.92,2107.81,316.6286989,116.924977,64.47359335,54.62838299,45.52510842
23313,23313,344109.42,4482829.86,2107.83,452.9549442,107.4830265,62.98287442,52.46915837,43.64131083
23318,23318,344109.32,4482829.88,2107.86,317.508223,106.8363175,62.23751496,53.00896452,43.64131083
23323,23323,344109.19,4482829.93,2107.89,278.8091598,112.2686726,64.10091362,52.46915837,43.95527709
